post,tema,topic
stog sena ti nadrkani irac parizu besan željan osvete angažuje francuski pokret otpora avantura počinje igra jako lepa crno bela kraju grada nisi oslobodio boja dolazi oslobodiš stelt elemenata šunjaš nacisti pentrati po svim bukvalno zidovima krovovima zgrada prilaziti švabama leđa ubijati zatim preobučeš vojnika upucaš način unakaziš uniformu drugi vojnici prepoznati probajte wannabe assassins creed,tehnologija,NA
 igrao odavnoali previše nekih bagova tipa pukne igra čistog mira zabatalio inače kul igrica,tehnologija,NA
 šifra nba ,tehnologija,NA
kakva difra crno dete,tehnologija,NA
ništaništa pošo pravim traži cd keypa poslije skontao kretenčina,tehnologija,NA
dajte link pes recite skinem najnoviji update igracima klubovima piratom online igra,tehnologija,NA
dobra igra prešao dan gomila moći ti sjedinio jbt superjunake jednu osobu spajdermenhulkvolverinsupermenflešvenom pentraš po zgradama trčiš skačeš letiš razbijaš kolješ preuzimaš tuđa tela sećanja jebanje keve opako pređoh lost damned loše relativno kratko igram gejtonija deluje gta plus dodatnih stvari kojih običnoj četvorci lostu zanimljivo svakom slučaju,tehnologija,NA
 piratom online igra recite skinem najnoviji update igracima klubovima repackbybimahr,tehnologija,NA
 patchv loololololo,tehnologija,NA
 deluje lose prototype ja instalirao bf impresionira ok vuce igram nekako gameplay monoton linearan,tehnologija,NA
dobar prototype skroz čekam vreme dobijem probam drugi deo prvi solidan prilično tupav nelogičan pojedinim delovima slično naletao fino novo iskustvo bf ubio pojam pola sata previše cut scena previše qte previše nepotrebnosti kakve veštine igrača uradi zamarajućih povezivanja čekpointa jj multiplejer keva ja hoću igra drži pažnju zaokupi rokam maloumnim dvanaestogodišnjacima mišljenje svaku drugu igru pravi mp takvo skinite far cry pređete skinite jednom promenite jezik crno belom režimu nožem flare gunom pauf jebote kakvo iskustvo,tehnologija,NA
prvi deo keva a drugi onako slazem bf ubija pojam igrajte mp prijatelji videcete igra najbolji mp zivotu igrao btw iako igram igru godinu dana tek juce preso sp d,tehnologija,NA
 predlozio svima igraju assassina treci deo hitman absolution,tehnologija,NA
ma ok mp dobar bar ja video loše izrazio koncept igara sp podređen mp malobezveze jeste igra medijum širu oblast glavna priča napravi pristojno mp a ,tehnologija,NA
 prosao vremena igram nastavak zaboravio a juce setio odlicna igrica odlican humor prica deda mraz krimos zakuvava rat izmedju dve frakcije setim tacno secam gusara zmajeva ludnica qmukhcfy,tehnologija,NA
ae dajte pucačinu ratnom temomtipa kol of djuti novije,tehnologija,NA
kol ov djuti ,tehnologija,NA
ma ti ja predložio smešno zvuči piše srpskom,tehnologija,NA
peticu brate vrld et vor ti drugi svecki,tehnologija,NA
 voli plasi nek skine amnesia dark descentnajstrasnija igra jebeno ikad,tehnologija,NA
ma alan wake keva psiho triler igrica imate film cut scene naravno ratne igrice call of duty deo ste propustili battlefield,tehnologija,NA
this ,tehnologija,NA
akcija d ,tehnologija,NA
this upravo stavih skidanisam generalno ljubitelj indie igara cini poslednje vreme indie igre nadmasuju obicne prave velike kompanije probaj igru flotilla rekao slican fazon,tehnologija,NA
prototype kevu zavija sarmu dvojka razočarala svojom monotonijom pričom,tehnologija,NA
ti nadrkani irac parizu besan željan osvete angažuje francuski pokret otpora avantura počinje igra jako lepa crno bela kraju grada nisi oslobodio boja dolazi oslobodiš stelt elemenata šunjaš nacisti pentrati po svim bukvalno zidovima krovovima zgrada prilaziti švabama leđa ubijati zatim preobučeš vojnika upucaš način unakaziš uniformu drugi vojnici prepoznati probajte igrao dobra igra preporuka,tehnologija,NA
ja uđem igru pokrenem kampaњu zatamni ekran moram restartujem komp ,tehnologija,NA
 pobeda klip farmingom d,tehnologija,NA
 spomenuo half lifeceo serijal ,tehnologija,NA
 skoro izašla black mesa half life kec source enginom valjalo obrnuti imalo vremena kažu jebeno prerađeno,tehnologija,NA
 black mesa izasao dodatni sadrzaj produzuje igranje min,tehnologija,NA
kul poslednje ja čuo stigli lambda kompleksa valjda neposredno odlaska xen rađeno skorije nem pojma edit grilion avatar black d,tehnologija,NA
doradjeno sredini cini surface tension ,tehnologija,NA
 ja teram black mesa lik pomjera usta govori iritira igra takva prijeći e ste čuli umro glasovni glumac davao glas gordonu frimenu,tehnologija,NA
e ste čuli umro glasovni glumac davao glas gordonu frimenu lololo snime treći deo,tehnologija,NA
љudi znate onu igru limbo fazon advencr mod a onako prosto limbo ,tehnologija,NA
gledo kuma juče navuko skinam igru dobrćem ponovo,tehnologija,NA
kažu kum igra teško govno probao kažu recenzije,tehnologija,NA
 prvi deo lod drugi đubre,tehnologija,NA
skini mafiu al prvi deo igra ubija a jedna igara najbolju pricu drugi deo igrao al lose ocene dobio ti opos prvog dela stara igra losa grafika,tehnologija,NA
limbo totalno bezvezan cokula oces tom stilu radjeno ovog shank mark of ninja interesantne igrice a tice mafie igra jedna najboljih ikada uradjenih igara dobijala lose ocene,tehnologija,NA
mafia kultčina skoro mafia ,tehnologija,NA
mafia ubedljivo najbolja igrica a puno igra sreeeooooo obrisao najnoviji nitvor speed asasin krida gomilu novijih naslova a instalirao mafija prešao juče kida slabiji komp komotno cepa high grafika pojedinih objekata odvijaju misije hotel stovarište stari zatvor banka umetnička galerija nivou gta bolja priča glasovi glumca desetka misije desetka teže mane siromašnije teksture grada ulice zgrade vozila iq protivnikasaradnika zapinje čine nepredvidive stvari uđe kola bije prazno trči glavom kroz zid sitno loše kretanje glavnog junaka pojedinim segmentima penjanje kantu preskok žive ograde cirka cm zahteva bar tri pokušaja iako starija gta mnogim stvarima bolja glavni lik strpa mitraljez pušku pištolja gaće niko belić sem nosi kišni mantil sakrije pušku hrani hamburgerima osveži energiju uzima paket prve pomoći logična stvar jurca doba dana sat gradu aps ide van grada misije van mape daju posebnu draž igrici ,tehnologija,NA
kažu kum igra teško govno probao kažu recenzije verujem recenzije igrica tj čitam prvi deo sasvim dobar drugi ,tehnologija,NA
 ja priključim skinite stalkershadow of chernobyl dobra zahtevna uopšte war of roses igra nenormalno teška realna preporučujem svakom voli srednji vek gta po najbolji gta plants vs zombies opuštanje veoma zanimljiva machinarium vole mozgalice return castle wolfenstein igrao strah,tehnologija,NA
brate zasto predlagati stare igre novih dobrih msm wolfentsein return castle prva igra zivotu igrao kompu skroz gotivna vredi igrati takodje gta takodje stalker ,tehnologija,NA
 skinite,tehnologija,NA
druže visarijonoviču definitivno vulfenštajn lagano igra iako igrica zastarela svakom smislu napravljeno varam zvučni efekti toj igrici jebu milu mamu inače slažem novih odlične krntije kuće pokrenem ,tehnologija,NA
ja naveo gotivio a nove uglavnom dobre spomenuli hteo ponovo ja spominjem e jedna novu niko spomenuo call of duty black ops usput dobre trke skoro gledao delove filma paklene ulice igrao slično tome ,tehnologija,NA
yeahbatch skinite igrad vaљa cemu,tehnologija,NA
igrao dobra naravno ultra zajebane delove kola plati ovako dobra igraњe drudtvu,tehnologija,NA
jebacu kom serveru upravo skinuo,tehnologija,NA
 jod skino internet majmuna javiću ti,tehnologija,NA
smrt kanteru skinite besplatno ,tehnologija,NA
 boks pc vaљa necemu,tehnologija,NA
 boks pc vaљa necemu ja ps x box proizvode majke im spalim,tehnologija,NA
 niko preporučio ja gledao prethodne komentare veoma neobična prvi put igrao igricu ovakvog formata priča prilagođava izborima ste napravili toku igre dana završio epizodu reči hvale ,tehnologija,NA
 tiče worlda bačje javi igramo oću zabavljam ,tehnologija,NA
 danse brate posledњih tri dana net umesto mbs skida javiću popravi staњe,tehnologija,NA
 skinut odavno ja tek registrovao skidaš sajta torenta ti sajta fri a igra mb,tehnologija,NA
 sajta,tehnologija,NA
ma jebeš brzo ,tehnologija,NA
skinuću ja igram nenormalno kuje,tehnologija,NA
bačje budeš mogo javi,tehnologija,NA
izuva igra ,tehnologija,NA
 voli gospodare prstenova proba igricu legolord of rings preporučujem viking battle asgard,tehnologija,NA
 snuker igricu,tehnologija,NA
 ja godina čini zove world snooker championship ,tehnologija,NA
 dobru trkačku igru biraš ćeš motor staviti uredjujes mogućnost napraviš svoja kola raznih delova,tehnologija,NA
 mogao ispratim celu temu al ljubitelje strategija preporučujem paradoxa posebno ck ii genijalna igra crusader kings budem precizniji lol,tehnologija,NA
po očajna loša grafika bedna kopija keca kec mama,tehnologija,NA
bolja grafika keca kontam lošija grafika ni bitna grand strategijama pravi paradoks sasvim oke opcija keca realnijakec odličan al dvojka svim ekspanzijama vrhunska,tehnologija,NA
 nikako svidela dvojka igrao sata ostavio svoj ukus ,tehnologija,NA
devil may cry dmc gledao ceo walktrough igra kida iskopam nigde torentu ,tehnologija,NA
 igrao dmc kompu uopšte moglo skače portovano kaže konzole stigao dosta igri teško naravno skoka koristio specijalni potez moć mogao nekako skočiti kraju odustao igranja,tehnologija,NA
ja iskreno nadam useru dmc serijal ovim remakeom obožavam dmc nekako karakteri imali duše al ajde sudim probam,tehnologija,NA
obzirom igrao prodle edicije sudim kažem ispratio celu igricu kroz walkthrough dopada izađe uskoro torentu pristojna verzija drznem dam e oriđinal rekao assassins creed iii nidta d imate ceo walkthrough uverite sami ,tehnologija,NA
 nikako svidela dvojka igrao sata ostavio svoj ukus moš suditi dva tri satakontam ti svidja kec previše kritičan d pokušaj duže igraš ide ide igra bolja ekonomije tehnologije diplomatija bolja karakteri utiču igru d dvojka bolja d,tehnologija,NA
 ajde skidajte picke studentske nećete vaљda ucite,tehnologija,NA
kanametosen ubedio sutra instalirati vidim pogrešio javljam razultate ,tehnologija,NA
ajd javiskini ekspanzijeda moš igraš italijanskim republikama budeš buržuj kome stalo para arapima vodiš džihadd videćeš dosta stvari unapredili d,tehnologija,NA
ajd javiskini ekspanzijeda moš igraš italijanskim republikama budeš buržuj kome stalo para arapima vodiš džihadd videćeš dosta stvari unapredili d ni znao ekspanzije d druže ja krenem skidam neću skinuti sledeće godine net skida kbs d,tehnologija,NA
uuuu bedak skini drugara nekog d,tehnologija,NA
odem igraonicu skidam kuće vukajliju d,tehnologija,NA
 contentuploadswhen men take day ,tehnologija,NA
kokan našao torent ovog novog dmc smem ti postavim ti poslati poruku,tehnologija,NA
stvarno brate igricu skinem konacno kupio novu graficku oce igrice igra gta igra nfs underground wolfenstein max payne dajte predlog prejaku igricu dobru purcacinu voznju kola,tehnologija,NA
probaj grid odlična vožnjava,tehnologija,NA
skida igrica assassin creed sviđa baja obučen d al katu jedno petsto torenta vezano skinem kmeeeeeee,tehnologija,NA
kucaj google barbie jumping games,tehnologija,NA
 nisko p,tehnologija,NA
hehe skini keca pocetak,tehnologija,NA
 skinem rekoh zilion fajlova naslovom assassins creed ,tehnologija,NA
guglaj assasin krid serijal vidi ti komp podržava ukucaj pajret beju torent najvide sidera a najmaњe licera upali vidi po komentarima kakvih bagova skidaj opaaaaaaaa,tehnologija,NA
wwwpiratirsindexphploadurltorrentassassinscreedpcfullgamenosteam klikni magnet,tehnologija,NA
skino test drive unlimited igrica,tehnologija,NA
preskoči assassins creed najgori počni drugog dela,tehnologija,NA
kida prvi nemoj sereš zaustavi ac bradrhud,tehnologija,NA
 tice esesins krida želid pratid pricu idi prvog dela možed preskocid snajper elit v igra ,tehnologija,NA
postal solidna igra slicno gta realnije licno zabavnije slicna day la urađena fazon stripa takva grafika dosadna zabavi nemaju preterane zahteve,tehnologija,NA
probaj grid odlična vožnjava kakav grid ja čuo teško igrati volana,tehnologija,NA
bolji kog nfs generacije ubacim d,tehnologija,NA
bolji kog nfs generacije ubacim d stvarno ja igram nfs karijera,tehnologija,NA
 igrao demo nazalost,tehnologija,NA
skinucu definitivno posto vidim hvale ,tehnologija,NA
grid tedko igra strelice need spid najboљe uzmi čojstik analognim palicama strpi vreme pљuned pare iole kvalitetan čojs udri isplatiće ti svakako,tehnologija,NA
ja obrno strelice jebiga dosta pomaže imad vratid vreme unazad,tehnologija,NA
skinite solitare najjača igra,tehnologija,NA
minecraft,tehnologija,NA
 dva dzojstika analognim palicama ja volim kažem pečurkama oba prodao kupuje novi probati strelice igrao test drive ,tehnologija,NA
 wsyruo,tehnologija,NA
grid predobru grafiku prvi put igro starom kompu gledam film upravљaњe savrdeno jedino sviđa baj d vej igrao portal mu svidi mozgalica qube tedko nađe skine kucajte qube en ru igromanija nekako test drajv unlimited sviđa mutavog upravљaњa sjetim ovoga ,tehnologija,NA
najluđa igra ikada bukvalno izađeš napolje gomilom oružja punom bešikom raditi hoćeš ući svaku kuću maltretirati ljude naravno mačke psi panduri teroristi popovi metalike dileri droge grinpisovci ti slab helt naduvati zmaj nastaviti povremeno variš prestaneš postal dude oštećeno zdravlje nakon normalno funkcionišeš traži ti droga a želite igrate misije zanimljivo dan obično zaduženje spisku ti žena kupi mleko vrati knjigu biblioteku kupi meso roštilj put ćeš upasti zbrku teroristi napadaju crkvu trihagersi zapale biblioteku agresivni roditelji upadaju firmu bavi video igrama a ti radiš inače igra puna skrivenih stvari ja tek put prelazio pronašao podzemne prolaze kroz kanalizaciju idu ispod celog grada a kriju teroristi pojma postoje slonovi igri rekao drug deo grada stadion slonovi vežbaju paradiraju iznervirati čega poubijati ljude ti gledaš bezbedne daljine zajahati jednog slonova a želiš odozgo npr gađati makazama glavu slonovi izdržljivi ubiti naravno bazuke ispaljuje napalm svašta ,tehnologija,NA
ovu igru negde vido interesantna boledtina d,tehnologija,NA
postal majka,tehnologija,NA
 jebeno nervira jebeno učitavanje jebenih nivoa svakih jebenih minuta smara bola ostalo superiška,tehnologija,NA
 definitivno skinem stog sena tiče saints row third kakav video dobio visoku ocenu saints row nemojte ni pokušavati igrate kola jedva voze tehnika upravljanja očajna teško puca igrao drugi deo treći deo kaže jesu poboljšali nedostatke,tehnologija,NA
zaboravio napomeneš moguće koristiti mačke umesto prigušivača jedna najboljih boleština igrao,tehnologija,NA
 vratiste osnovnu,tehnologija,NA
 jebeno nervira jebeno učitavanje jebenih nivoa svakih jebenih minuta svuda skinuti postal učitavanje traje sekundu inače dodatak pošto postal traje radnih dana postoji apocalipse weekend open world novih oružja neprijatelja boleština zabavno igrati napomenimo multiplejer aktivni serveri naravno ljudi kanteru zabavno tiče saints row third kakav video dobio visoku ocenu saints row nemojte ni pokušavati igrate kola jedva voze tehnika upravljanja očajna teško puca igrao drugi deo treći deo kaže jesu poboljšali nedostatke nedostaci definitivno prevaziđeni upravljanje fenomenalno dvojci jedino valjalo priča recimo bolja dvojci trojci trojka sasvim drugi nivo porediš gta gta unapređena maksimalno odnosu dvojku bolja priča katsins dvojci smrti bosova trojka kraća izuzetno zabavna dalje napraviti lika kakvog želiš tona odeće tetovaža oružja pun stvari nekih letelica bombi muzika fenomenalna,tehnologija,NA
 dkdwdg mocna igrica super pricu super likove jedina zamerka duza prvi deo igrao stavio skidanje najjaci lik demon britanskim akcentom,tehnologija,NA
 dvojke izgubio živce jednoj misiji juriš kola mogao predjem moglo upravljati kolima,tehnologija,NA
e verujem covek prica asasins krid najgori deo prijatelju igra izasla igra godine tacno losiji dela licno najbolji ac iii brotherhood kec super svakako preskoci ,tehnologija,NA
netačno dvojka bolju priču uopšteno urađena kažem kec loš ostali bolji,tehnologija,NA
e sadmo rečem namerava skida postal skine postal share pain vam novija verzija bržim učitavanjem plus multiplejer a apocalipse weekend odvojeno skida druga igra,tehnologija,NA
zanimljivo servera postalu igra ja igrao meseca radi piratom cuo postal bezveze,tehnologija,NA
video izgleda postal nekim zombijima kurcima kontam pola planete loži jebene zombije trenutno svim novijim filmovima serijama igricama mrzim pomamu zombijima vampirima,tehnologija,NA
 wheels of steel pedal metal nadao pouzdan link igricu krekom pecom protiv bagova uveden tek igrica cak ovoj mojoj kanti kompa radi savrdeno prodirenu mapu proteže severni meksiko južnu kanadu kome torent link nek javi inboks jebacku muziku glavnom meniju ,tehnologija,NA
sećam igro uzmem onu najveću turu cele amerike idem idem idem pizdu materinu hiljadu godina al dobra lova brate krenu jure panduri jure jedu kraju potrošio gorivo stao natočim uhapsili obrisao igru godinu dana kasnije druga čuo verovatno pitanju naime saznao jurili uključio jebena svetla ,tehnologija,NA
 staro biblija ,tehnologija,NA
 valjan link skidanje assassins creed revelations sibne pvt,tehnologija,NA
igra kerbal space program ja žešće primio nenormalno d,tehnologija,NA
kolfilde ti jod link revelejdensa,tehnologija,NA
scarface voli mafiju skine d,tehnologija,NA
imal dobra pucacina obrađuje period sv rata po mogućnosti novija,tehnologija,NA
retarde najsvežija cod world at war doduše stara igra godina iskreno pratim izlaske novih naslova moguće novije ,tehnologija,NA
doduše stara igra godina godina stara nedro svežije ,tehnologija,NA
zadnji put sem pesa nba a retko igrao przeci super maria tenkice e al igrica prejebena msm skine tpb cini ,tehnologija,NA
 godina stara nedro svežije rekao svežije tom tematikom svakom slučaju dobra igra,tehnologija,NA
 igrao sleeping dogs kakva ,tehnologija,NA
puppetmaster igrao sleeping dogs kakva igrao kombinacija tuče batmana gta vožnje suštini loša kombinacija pročitaj review srpskom ,tehnologija,NA
igrao ja zimus po finu pricicu grafika ekstra tuce jedino zasrana vožњa kola motora al ćed brzo navići ocena ,tehnologija,NA
imal dobra pucacina obrađuje period sv rata po mogućnosti novija red orchestra heroes of stalingrad,tehnologija,NA
 gorane mađijo probaću skorije vreme fala,tehnologija,NA
 fantastican spoj getea a mafije siesaj a ,tehnologija,NA
 preporuci igricu ispuњava sledeće kriterijume duњalica sled pucacina hitmen splinter sel zahteva jaku madinu naci starija veliko govno,tehnologija,NA
ja krenula igrati penumbra black plague al smijem nastaviti jerbo pička,tehnologija,NA
igraj zapate ovog zadnjeg hitmena bitno šunjaš prethodnim delovima,tehnologija,NA
zapata probaj metal gear,tehnologija,NA
a pc fail,tehnologija,NA
igraj deus ex,tehnologija,NA
 ned jebote sunce ispuњava kriterijume lolol nemam madinu ,tehnologija,NA
 zahteva mlogo jaka komp mator pičio medium,tehnologija,NA
 vam igra srpskom vojskom javite ,tehnologija,NA
љudi komp govno lololo naci tipa igrice,tehnologija,NA
ljudi valja igrica alan wake igrao ,tehnologija,NA
jebiga zapata imad maks pejna verovatno davno obrnuo eventualno d safering,tehnologija,NA
 preporuci igricu ispuњava sledeće kriterijume duњalica sled pucacina hitmen splinter sel zahteva jaku madinu naci starija veliko govno manhunt manhunt velvet assassin duњalica sjeća iko igre commandos moraću ponovo pogledati sjećam obrno nastavak,tehnologija,NA
misliš onu staru strategiju vodiš nekoliko lika predložim odmah strategiju men of war igrao a voli strategije obavezno skine dosta realistična,tehnologija,NA
manhunt igrao dobra igra vreme najnasilnija igra tief stara sunjalica al igrao suffering dobra igra igrao novi tomb raider,tehnologija,NA
 igrao obavezno igra mount blade deo nebitno oba podjednako dobra male prednosti nad kecom inace radi rpg strategiji vodiš svog junaka čoveka orkova ostalih gluposti unapredjuješ njegovu pratnju biraš ćeš trgovac vitez propovedač pljačkaš bitno stvoriš jaku vojsku ćeš upadati bitke napadaće dezerteri pljačkaće banditi moraš imati sobom tovar namirnica vojske kupiti opljačkati prilikom paljenja sela preporučljivo bar početku progoniti kraljevstvo možes trgovati robovima zarobljavaš prilikom borbi prodati a vrbovati tvoju armiju zarobiš nekog plemića kinta bola takodje atmosfera po zamkovima fantastična pijanci po krčmama trgovci po ulicama straža ja ovoj igri mogao pričam prekosutra fantastična svemu probajte najlepše pored svih opcija fantastične grafike neverovatno realnih bitki ti boriš prsa prsa plus komanduješ vojskom teška gb voli srednji vek garantujem mu kroz ovu igru neverovatno srednjevekovno iskustvo,tehnologija,NA
adame temu forumu ru igricu cak ljudi odavde igrali zajedno linka at sjecivo,tehnologija,NA
 znao temu miloše a stavili glup naslov ok raduje dosta ljubitelja moram probam online brate puno,tehnologija,NA
 cemu ja nemam vremena igrice volim inace ovu igrao al probacu budem vremena,tehnologija,NA
civilization igram trenutno loša zahteva jači komp inače baguje eh setim sate sate proveo uz mount blade d,tehnologija,NA
zarata preporuci igricu ispuњava sledeće kriterijume duњalica sled pucacina hitmen splinter sel zahteva jaku madinu naci starija veliko govno goran manhunt manhunt velvet assassin a qzedfgoeu vprqru,tehnologija,NA
osim pes a komp igram preporuku mog druga instalirao walking dead game ps xbox pc ios vam reći jedna najboljih igara igrao životu prvo skepičan video zombija progrešio klasično trslačenje zombija ostalim igrama jedna retkih igara odluke utiču dalji tok igre neću smaram youtube dostra trailer a gameplay a primetićete pozitivne komentare ovu igru najvažnije previše zahtevna ,tehnologija,NA
ridik tedko govno igrice puta vraćad ista mjesta staaalno pricad zatvorenicima smorcina igrao nastavak kontam sraњe prvi dio odluci skida skine drugi dio uz њega vaљda dođe prvi dio poboљdanom grafikom vraćaњa ista mjesta ja sjećam pojavљuje devil may cry prince of persia warrior within sadadњost prodlost zajebancije,tehnologija,NA
gb ram a aukurac edit zombije,tehnologija,NA
nikako slažem svih nabrojanih ridik najboљa igrao,tehnologija,NA
 rekla bar dva puta ovdje al nea veze ponovim of war najboljšija igrica svijetu,tehnologija,NA
ubedljivo najbolje dve igre medieval total war skyrim jedno deset mesta prazno ostalo ridik dosta dobar ukusi različiti edit e hitman contracts trećem mestu deset mesta prazno ,tehnologija,NA
cuh gomilu hvalospeva goњ al mana igre konzole ćaća rdr asgard izbacide pc a meru,tehnologija,NA
 emulatori silni meščini gadovor igrati kompa,tehnologija,NA
selenijum jedino emulator ps radi normalno emulatore ps nalazio valjaju tj daju nedovloljno fps puni bagova dobar link emulatora ps pusti pvt okači svejedno,tehnologija,NA
 jebiga ja igrala soniju znaš ti emulatori psp,tehnologija,NA
 stvarno tražio trebali,tehnologija,NA
 vam javim downguard mlogo dobra ekspanzija skajrim ja tak dana počo ponovo skajrimicu stigo tek lvl jebiga ja jače hehea počo mejn kvest otključo zmajove mogo budžim šautove obrnuo daungard pomoću kog nabavio jebeni krosbou dobar arčer snik arčeri drukam snik xb beksteb demidž hehe šanse šunjam ajtemima skilom trenutno,tehnologija,NA
meh ja volim heavy armor style mač štit a lakše krenu napadaju malom prostoru podzemni kenjci sećam počinjao igram medved jeo užinu naleteo igra stvarno ekstra bukvalno nemam ni jednu zamerku,tehnologija,NA
meh lajt armor tipa najtingejl ninja skil enčantovani dual vild sjebem katakombefortove pećine ič znaju snašlo zmajeve beksteb jednog udarca pada mrtav skoro cimam dragon pristevima zajebancijebar ,tehnologija,NA
nađoj dobar sajt raznoraznim emulatorima uspem nađem ponovo postovaću ovdeal tačno emulatori ps teško izbagovani čitao nekom forumu dobar emulator lepo šljakao pc mogao očekuje tek godina edit dosta sajt našao zonecom,tehnologija,NA
 big diper,tehnologija,NA
ja igrao mortal kombat ps nekom emulatoru e igra radila lepo najmanje fps a nabolje ja uspeo fps igra seckala radila sporije trebalo emulator jedno pedesetak opcija podešavanja a ni jedno kasvetno uputstvo čemu služi podešavao dva dana kraju uspeo nekim manjim grafičkim bagovima najveći problem ostala nedovoljna brzina igre zavisnosti terena,tehnologija,NA
 igrao ceo fear serijal ja krenuo keca igram deluje lose ocekivao jeziviju atmosferu al videcemo ce prica razvijati d,tehnologija,NA
 igrao ceo fear serijal ja krenuo keca igram deluje lose ocekivao jeziviju atmosferu al videcemo ce prica razvijati d najboljih serijala igrao creepy brini dvojka pogotovo iii deo predješ ponovo igraš biraš zlog buraza budeš on drugi put vidlo horora prostog razloga njime nemaš čega jebeno plašiš cimaš on najveće zlo igre većim uživanjem klao nekoj igri d,tehnologija,NA
trebaju reli trke samsung nc lap top street fudbal basket d,tehnologija,NA
au cokuliću loš procesor tom čudu eventualno probaš wrc nju potera gtr loša slabiji komp trebalo mož poteraš relija a ulično računar emulatora konzolaške ekskluzive,tehnologija,NA
leri ja volio fazonu trke po šumama gorama d,tehnologija,NA
wrc ti uglavnom po zabitima služi sećanje d probaj nabavišskineš pogledaj tjubu gejmplej keca druga dva sigurno pokreneš stariji kolin po vrletima,tehnologija,NA
daj torent ćutuk d,tehnologija,NA
 pvt wrc torent probaj garantujem radi kolina ti raditi sigurno jeste lošija grafika voziš po gorama ,tehnologija,NA
cilj leta ustekati pare graficku procesor ce razvaljuje,tehnologija,NA
dtekaćed zime krenulo jod najavљen datum izlaska verzije komp,tehnologija,NA
 pravu cetvorku razmak pola godine secam izasla igrica oktobar novembar,tehnologija,NA
papete isplati ti uzmes xbox cak sonivise graficku procesor a konzole igranje komp orla,tehnologija,NA
 igram ja igrice opicim ponekad dotu drugovima konzole a igrica igram fifa nba gta hitmana tj igram sportske a izadje nastavak investirati tv konzola,tehnologija,NA
ni ja cak ni dotu ulazes xbox dobrim monitorom inca izbudzis nekih jura e al perspektive merak igrati sportske pes nba a nekoj konzoli,tehnologija,NA
 ti predlogu nekako komp komp xbox druga lokalu zazelim odem igram,tehnologija,NA
 isplati uzimati konzole ce izaci nove kraja godine verovatno a kompa tice jeste budzi dosta jebiga,tehnologija,NA
 takodje nadovezem prethodnu stranu postoje emulatori ps igra gow kompu al vam zmaj masina hiljadu po evra barem a ostalo koga zanima video igara tice nek sibne pvt slobodno dd,tehnologija,NA
 jedno makaron masteru alan wake a nisi igrao igraj obavezno jedna najboljih najboljih psiho trilera plus ti igru cut scaenama prati film,tehnologija,NA
alan vejk sabija prikvel igranu mini seriju tjubu nisi gledao,tehnologija,NA
pukla nostalgija skinuo titan quest questxtitan quest ekspanziju immortal throne contentuploadsproductsimgcfbbcaacfaeaaeab keve odvajam kompa,tehnologija,NA
 takvim igricama smara uglavnom tipa udji sobi pobij idi sledecu sobu pobij x otvori kovceg uzmi ti nazad nedogled,tehnologija,NA
pikah botanikulu naiđoh slican zonfić boљa igra botanikule ,tehnologija,NA
moćan machinarium dva lika napravila ikakvih sponzora pizda materina raja podržavala kupovala igricu ja naravno skinuo torrenta pogan čovjeka puppetmaster takvim igricama smara uglavnom tipa udji sobi pobij idi sledecu sobu pobij x otvori kovceg uzmi ti nazad nedogled ljubav papete klinjo igrao diabla baldurs gate ušlo krv naprosto rpg obožavam nabavljanje oklopa traženje seta magije tostavim nightmare hard najteže igram igram multi jaranom neta,tehnologija,NA
jedna gejmerska pomoć point klik igrice fazon sajberija dobre spisak trejlere okači tipa dolaze obzir stare previše fazon recimo ovamo,tehnologija,NA
jesi odigrao obe sajbirije igrao dve slične čekajući njen najavljeni deo treći deo secret files videh igrao doduše myst prvog lica ume potežak totalno izmaštan nadrealan igrao treći ceo poneki demo,tehnologija,NA
machinarium ja igro,tehnologija,NA
saću pregledam fala,tehnologija,NA
machinarium fenomenalna igra presao dva puta godina mogao ,tehnologija,NA
dont starve gotivna indie igra,tehnologija,NA
pis of art ,tehnologija,NA
 odlična igra,tehnologija,NA
juče preporuku počo pikam neverwinter onlajn dobra zauzima gb manje kažu slična wowu lepšom grafikom tim munjama al nem pojmanisam niakd piko wow,tehnologija,NA
 l beta verzija nevera krenulo pašoni,tehnologija,NA
ja krenulo paške,tehnologija,NA
đžoni pikaj broken sword sherlock holmes nisi prije igrao najviše vuše ni siberiju,tehnologija,NA
a bolji nevervint kec dvojke draži ,tehnologija,NA
ja krenulo paške neverwinter uz baldurs gate alfa omega rpg a odmah bacam poso đžoni pikaj broken sword sherlock holmes nisi prije igrao najviše vuše ni siberiju proveriću elom nju pitao gotivi point click fazon ležr suit lari sajberia fazon ozbiljnije,tehnologija,NA
odlična igra jurim skinem upravo slabo siduju plus pljuju onu skidrow verziju,tehnologija,NA
 neverwinter uz baldurs gate alfa omega rpg a odmah bacam poso bg bg šedouz of am ajsvind dejl plejnskejp folaut tata omega tek nvn munje ćeš razočarati nvn onlajn klasičan nvn ranije pikali akciona hekensleš igrica fantazijski rpg poznajemo jebiga vole ljudi izgleda im piše miss miss zamanu prangijom,tehnologija,NA
e pomenuste point en klik sanitarium dalje tata igrice fintu maike e pokušaj still life jeme igrica,tehnologija,NA
 tek nvn munje ćeš razočarati nvn onlajn klasičan nvn ranije pikali akciona hekensleš igrica fantazijski rpg poznajemo jebiga vole ljudi izgleda im piše miss miss zamanu prangijom neću razočarati pretpostavio gotivim svet generalno ,tehnologija,NA
