post,tema,topic
 kimija volim boli a peder hamilton kuka jauče kurči fuj ,sport,NA
 ovdje nekoga rs a gledao formulu sk prajmu total peder zamraci sliku al ostalim provajderima,sport,NA
kvalifikacije kimi baksuz završi petom al oćeraše deseto mjesto promjenili mjenjač pu,sport,NA
kimi baksuz završi petom al oćeraše deseto mjesto promjenili mjenjač pu radi voleo ostao petom ti menjač vidim fetela mu trebalo prestigne uopšte prestigao lotus definitivno dobar bolid a nepotrebno isticati kakav kimi vozač,sport,NA
 ja jutros obradovala dijete ajd probije startu sejfti kar uspije probiti ,sport,NA
 ja jutros obradovala dijete ajd probije startu sejfti kar uspije probiti sepangu mu ni potreban sejfti prava trkačka staza razliku australije zapravo ulična trka dovoljno mesta najebe majke svima ,sport,NA
 tvojih usta kimijeve uši ,sport,NA
 tvojih usta kimijeve uši lakše budem morao kucam izveštaj zanimljiva trka imaće čemu piše ,sport,NA
 koga ti izvještavaš,sport,NA
radim jedne novine jedem reklamiram svakom slučaju dobra trka olakšaće mu tekst bolji tom slučaju dobar materijal,sport,NA
htedoh napisati olakšaće ,sport,NA
reklamiraj pvt živo interesuje ,sport,NA
 pvt eltonka pohvatao žensko ,sport,NA
kimi ,sport,NA
 mogao raikonen prestigne nemačku pizdu čini pri onom pokušaju odlaska boks fetel nedozvoljeno branio po novim pravilima jednom pomeri odbranio poziciju,sport,NA
 boksu sjebali meščini,sport,NA
a hamiltona pogotovo kontam uradiše čovjeku dva puta nahvališ kimija novinama ščuo d pošalji pvt napisao,sport,NA
naravno nahvaliti lotus odličnu trku imali dobićeš pvt recimo sedam osam ćeš moći čitalaca sutra vidiš napisano hemiltona sjebali mehaničari pare,sport,NA
opaaaaaaaaaaaa čitaću prije svih d puno dobra sezona trke različita pobjednika šteta kimiju sjebaše gume prošloj al ajd nadam nastaviti ovako ubuduće lotus zajebao svaka im čast e čekam vidim sudije reći izguravanje alonsa hamiltona rekli odluka pasti poslije trke,sport,NA
misliš hemiltona rozberga a alonso rozbergom pičvajz istom mestu generalno jedini trebalo popije kaznu rozberg preterivanja prilikom odbrane pozicije obojicu staze isterao tim trenucima,sport,NA
 govorim hamilton alonso istom mjestu izgurani staze mogla sjetiti izgurao ,sport,NA
aha ja zapravo loše shvatio,sport,NA
selenijume pvt,sport,NA
kimi daљe skuderija titule kimi boљe plasira odlican sezone iako nekonkurentnoj ekipi,sport,NA
 indijanac maldonado sjeba hamiltona medaљu,sport,NA
forza ferrari,sport,NA
teško ferari titule im bolid katastrofa bolji početku sezone izvuku alonsovo vozačko umeće ogromno masa mrtva kljusina,sport,NA
 gledao trku al lepo videti tri najveća majstora podijumu,sport,NA
 gledao trku al lepo videti tri najveća majstora podijumu uz sreće doduše sasvim zasluženo,sport,NA
gonzo makar ferarijevih vozača osvoji titulu masa ni dobio feder barikela,sport,NA
iskreno sumnjam ferari osvoji šampionat tipujem meklaren red bul lotus jednostavno bolide,sport,NA
kimi ♥,sport,NA
meklaren pobedi hamiltona zajebu boksu a baton srozao poslednhe vreme ferari mase osvojiti a lotus zabeleži prvu pobedu red bul najveći kandidat navijam tim navijam počeo pratim f godine ni osnovnu krenuo počeo rpatim jbt ,sport,NA
meklaren pobedi hamiltona zajebu boksu a baton srozao poslednhe vreme ferari mase osvojiti a lotus zabeleži prvu pobedu red bul najveći kandidat navijam tim navijam počeo pratim f godine ni osnovnu krenuo počeo rpatim jbt meklarenu glave definitivno leteti svih zajeba hamiltona boksu red bul uverljivo iznad ostalih a tiče ferarija objasnio obzira lotus pobedu videli sezone kimi ♥ sele znamo zaljubljena kimija ,sport,NA
meklaren pobedi hamiltona zajebu boksu pratim f vreme povlaceњa kimija otp a al citam vesti dedava al redio pogledam monte karlo vidim nidta promenilo meklaren dan odradi boks mercedes feraristandardno boљi brži meklaren gotivio zabole al otkad pratim f a jod dumi vozio benetonu meklaren znao odradi boks ,sport,NA
meklaren pobedi hamiltona zajebu boksu a stvarno učiniše hamiltonu sezone boksu čudo volim nikako al svejedno bezveze sjebaše sele znamo zaljubljena kimija kimi d,sport,NA
tatica stvarno učiniše hamiltonu sezone boksu čudo volim nikako al svejedno bezveze sjebašecitat mater zar uvijek suprotnim stranama pm d,sport,NA
vidiš buri suđeno sledeću trku gledamo zajedno molosu pokoljemo ljudi d,sport,NA
f zanimljiv jedino vozac tada ti zanimljiv inace ces izgines lazem pratio ranije navjao sumahera kasnije shvatio hakinen stvari kralj,sport,NA
 legenda,sport,NA
vidiš buri suđeno sledeću trku gledamo zajedno molosu pokoljemo ljudi d ao hamilton pol poziciji d e al ja gotivim kimija vremena vozio meklaren slični al praviću ja volim d,sport,NA
nači sledeća trka pravac molos ,sport,NA
ajmo spa frakodanp kimija dobogda izginuli prvom zavoju ♥♥♥,sport,NA
hamilton pobedjuje iskuliraj ,sport,NA
kimi dobija međeda ,sport,NA
oooo ruž ♥♥,sport,NA
 rece mancesterovac ajmo kimi,sport,NA
ok kimi ostaje ajmo kimi,sport,NA
čini maldonado krenuo ranije mater grožanu,sport,NA
 voli spa krenuo ranije,sport,NA
au ti alonso mogo poginut,sport,NA
ajmo šumi mađijo ajmo kimi leđendo ostali nek duvaju lololo,sport,NA
kimi ftњ spa najjaca staza,sport,NA
ja trebo didem spa al iskrslo zadnjem trenutku nismo otišli reci trip vozi čovek pada bolid ispred ,sport,NA
 startu uhvatio zasrao,sport,NA
grožan uleteo hamiltona desilo lančano najebali kobajaši alonso japanac nastavio,sport,NA
jebote ja vozio a osjećanima nula d,sport,NA
opaaaaaaaaaaaaaaaa šumi mađijo bolji stariji,sport,NA
dje prenos ,sport,NA
sport klub,sport,NA
ja taman došla svima mater niko gleda formulu spa ubjedljivo najjača staza krivo kimija jebogapas vetel odradio posao svaka mu dala kimi utekao onom niga gejčini četvrti bodom zaostatka veberom kimi ftnj,sport,NA
eh znate stalno normalni sk prenositi formulu a sk prajm,sport,NA
hahahaaha kralj kralj kraaaaalj ,sport,NA
hahahahhanajjaci d,sport,NA
selnijum patak kimi pobedio dana abu dabiju,sport,NA
kimi plodi,sport,NA
kolko dmekerski odvezo najjace pitaju trke kakve emocie prva pobeda belgije a on mrtav ladan nidta posebno,sport,NA
gonzo selnijum patak kimi pobedio dana abu dabiju sele ič sikiraj stigoh kompa bemtisve drago prevrnula a iščupao živce tri lijepe zadnjih krugova when coulthard asked raikkonen describe emotions after winning first race of comeback at abu dhabi grand prix world champion said ‘ much really last time guys was giving shit because didn’t really smile enough’ lik bog a tiče ostalih meščini hamiltonu namjerno daju sjeban bolid jebote nevjerovatno mu dešava il sjebu boksu il rikne bolid prvo kontala svaka čast vetelu al presaberem shvatim čovjek sreće tri lijepe iza puštali kasne šurnaest krugova sejfti karovi naravno uspjeo doći mjesta prejeben bolid žao grožana napokon napravi udare osveta garant ,sport,NA
fetel definitivno sreće izlazio sejfti maltene put mu najviše odgovaralo popizdeo hamiltona mu uvalili karu ni čudo čovek potpisao mercedes a jebu mehaničari boksu mu bolid crkava vodi trku a kimi kralj potpuno ladna voda mu novinari rekli prvi pobedio lotusu sene vn čovek mrtav ladan kaže pretpostavljam tim prošlo vremena zanima lud mamu svoju,sport,NA
 kakvu galeriju breeee džepu crvenu fia zatreba,sport,NA
a tr “alosno is second behind kr dont want know leave ” tr warm those rear tiers kr yes know what ’m doing” kimi bogotacal zajebali cugu bezalkoholni šampanjac džaba onoliko naginjao d q how long will celebrations of this win last kr have almost two weeks as long as manage get myself next race think team is happy maybe will try get home at some point žurki cuganja d,sport,NA
 čuo tokom prenosa redakciji prevrnuo smeha zajedno mojim urednikom ma kimi živu silu svaka mu dala vode bokala,sport,NA
 ak edit open imidž in nju tab,sport,NA
hahahah luid strip,sport,NA
heheheheehehehehe ,sport,NA
 kimi pobijedi gdje alkohola ironija ,sport,NA
ladno skontao duze pratim raikonena no zvezdu ,sport,NA
 šampanjac bezalkoholan al uspjeo prošvercovati pivo d ,sport,NA
svaka čast sele dobar mikin fazon prepričali dva ortaka cirkaju ,sport,NA
nadam lotus srediti bolid sledeću sezonu kimi ubije boga svima ostalima grožđicom ostaje timu,sport,NA
a jest voli prcati novinare čudo pitanja odgovora q what in night before race a sleep q is it true sometimes ’re bored in car kr only when am in front by a country mile like in melbourne last year then are thinking about other things or ’re playing buttons on steering wheel then suddenly missed a breaking point this year unfortunately we haven’t had such race q helmet has a special meaning many drivers how important is it kr it protects my head q why kimi became a race driver an icehockey player kri have decided motorsports because don´t have get up there so early in morning q kimi what’ th grid place like kr it’ th grid place q what is on pod kr mostly finnish music all sorts wouldn’t know so it doesn’t matter what say q what´ about new tattoo is it permanently kr don´t know lewis hamilton said winning first race felt better than having sex kimi´ reply was “maybe he never had sex” kimi tells about track conditions at new formula circuit in singapore” it is narrow in some places wide at other it depends on where are” kimi räikkönen on question whether he likes it when wife accompanied him races” yes without her evening in hotel room is so boring” q have any special rituals when helmet is concerned like many other drivers have kr wipe it so can see better kr ’m interested in what people think about ’m michael schumacher q things can in finland kr well in summer there’ fishing shagging in winter fishing is q kimi räikkönen doesn’t seem interested in proceedings going on up there kimi missed presentation by pele kr yeah q will get over it kr yeah was having a shit,sport,NA
well in summer there’ fishing shagging in winter fishing is kralj krenuše suze oči,sport,NA
legenda,sport,NA
sumnjam grozni ostati dovesti heikia testira grozni zajedno slanim perecom ionako ostane dozvole poslednjih trka a kleo obojicu,sport,NA
 mu jebeni spomenik napraviti,sport,NA
 iko kojoj trci mu sjebao bolid meklaren cini kruga pred kraj glavni konkurent dumaheru a vodio trenutka mu stala formula sećam tad prvi put plakao nekog sporta picka sećam keva narezala suvo meso a ja jedem placem stoka e cini nadao snimak vazda mu zahvalan,sport,NA
 l trka mu otpao prednji točak,sport,NA
 sećam ubedљivo prvi stao kruga cini pred kraj moguće tocak ,sport,NA
 mika tad pušio west suncetilebovo,sport,NA
 iko kojoj trci mu sjebao bolid meklaren cini kruga pred kraj glavni konkurent dumaheru a vodio trenutka mu stala formula sećam tad prvi put plakao nekog sporta picka sećam keva narezala suvo meso a ja jedem placem stoka e cini nadao snimak vazda mu zahvalan jao ja sećam tužni dani moru tada ja gledam onako umoran navijam ode mu tocak tada voleo alonsa navijao protiv dumahera mika sigurno,sport,NA
sećam keva narezala suvo meso a ja jedem placem stoka,sport,NA
 godine meščini drugi krugova prije kraja mu krene usporavati bolid završio četresdeseti,sport,NA
 tocak pitaњu a ceo život tražin enčajn problem sunce ti ti ,sport,NA
a problema tim točkom nastavio vozi istim tempom gonio kraja mogla izdrži osovina zove drži točak poodavno sjećam tih nekoliko krugova,sport,NA
zadto mu jebeno zamenili tockove prilikom posledњeg pit stopa debilizam ođe vidi tocak kurcu uswaussnr,sport,NA
ma realno najgore miki stao bolid pred kraj trke,sport,NA
sećam juce eh,sport,NA
 bogotac cae dukarie,sport,NA
 tema mogla preimenovati kimi bogotac ,sport,NA
kimi ćaća,sport,NA
ajde vidimo ljubitelj vodke mogao slavi ,sport,NA
 slavi,sport,NA
sele prvom treningu ostinu kimi tek vreme ,sport,NA
 kimi grožan loši al bidne ja zapovjedam,sport,NA
sedmi deseti strašno luda staza ,sport,NA
op ide,sport,NA
fala linku,sport,NA
hamo hamo druže ,sport,NA
finac ni teksasu alkohola gresim,sport,NA
primetio glock pic voze tandemu verovatno komentatori napušavaju zajedno gloče piče,sport,NA
kimi doooobro potruditi sjebe vikend pušne vrlo vjerovatno hamilton prestići,sport,NA
 sele hemilton najverovatnije prestići brazilu jednostavno meklaren brži,sport,NA
šut jezik pregrizo ,sport,NA
kimiju riknuo motor treningu divno,sport,NA
jebote kakva trka zar niko gleda formulu šupičkumaternu,sport,NA
nemam gledam zavrsilo l fetel novi stari sampion,sport,NA
jeste fetel,sport,NA
ja gledao iznervirao hamiltona komentarišem imalo uticaja nikakvog majku mu on najebe,sport,NA
manutdown jeste fetel fuck yeah,sport,NA
ma gledam fetela alonsa volim ni jednog ni drugog ajde bar baton osvojio trku volio iduće sezone masa osvoji jebote brazilac ferariju kimi kraju montojooooo vrati brate miliiiiiiiii,sport,NA
 drago uzeo alonso također ja toku trke po jednom izleteo lololo,sport,NA
jeste jebogapas nervira kimi puta izleteo staze drugi put otišo tri lijepe morao vraćati kontam hamilton mu preuzima treću poziciju hulkenberg prokliza udari hamiltona hamilton ispade trke kimi treći hulkenberg apsolutno bespotrebno kažnjen jebote lik proklizao odmah kazna kroz bokseve jebote namjerno svakom slučaju kimi ftnj lotus razvijao bolid sledeće sezone ludlo dočekati jebeni mart glupa milionmjesečna pauza,sport,NA
a kimi livade lololo,sport,NA
hahahahahahhahaha iskidala budala tome istovremeno došlo smijem plačem kontam gotovo kimi,sport,NA
 avatar lololo,sport,NA
 jebote kakve rupe ,sport,NA
jebote kakva trka zar niko gleda formulu šupičkumaternu sisu mu poljubim sele gledamo moramo radimo jeboga ti nemamo vremena kucamo izašao sinoć redakcije majku im smorio pas hulkenberg potkačio hemiltona iako kaznu čovek naleteo vlažan deo staze izgubio kontrolu a smrdljivi fetel sreće težak onakvog incidenta uspeo nastavi trku,sport,NA
sjebaše hulkenberga opasno stvarno kazne daj tekst pisao ,sport,NA
 rekoh posrao im svima facu osvojenim trećem mestom jebenom lotusu bravo legendo,sport,NA
sele pvt tekstom,sport,NA
ja gledao naravno svaku jebenu trku snimljenu ladno kazem najbolja sezona ikada,sport,NA
che vu amin procenu sezone pratim f godine života radim sećam ovakve sezone,sport,NA
 daj vidimo članak jebote,sport,NA
dabe pvt,sport,NA
 čovek omijleni vozač pored kimija raikonena video uklopljenom mjuzom prati f sena luisov idol začudi pojava lotusovog bolida tiče osim hamiltona raikonena sene nijednog vozača spreman ide kraja čistom vožnjom ,sport,NA
ok gonzo d ja masa jedini vozač ferarija ikada koga reći gotivim kakvi transferi izdešavali tiče prelaska vozača novih ekipa odustale,sport,NA
 stvari stoje hrt ugasi oglašeni prodaju niko razumljivo kamui kobajaši pokreće sajt prikupi lovu vozio sledeće sezone pošto zauber odlučio angažuje estebana gutijereze umesto meksikanac pun love drugi vozač zaubera niko hulkenberg luis izgleda postao najplaćeniji vozač mu mu mercedes navodno plaćati miliona funti po sezoni šumaher ostati mercedesu nekoj funkciji vitalij petrov najverovatnije vozi sledeće godine nedostatka para toro roso ostaje istim vozačima serhio perez prešao meklren umesto luisa najverovatnije znaš postoji verovatnoća adrijan sutil vrati fors indiju pošto hulkenberg otišao zauber mesto mogao uhvati kobajaši nečega setim napisaću,sport,NA
a nekim likom odavde htio napravi f ekipu tojota raspala,sport,NA
 glupost razgovarao njim nekoliko navrata navodno izjebali ja sumnjam on uopšte dovoljno novca takvu akciju,sport,NA
e a navalili mijenjaju motore očekivati,sport,NA
poenta tome motori litara a varam moguće turbo punjača čini verovatnim cela priča tih motora vezana ekološka proseravanja zaštitu okoline mamu im počnu voze šampionatu tojtu prijus usta ,sport,NA
 dvojica šampionskih titula,sport,NA
 krenuli sjebavanjem motora deset godina umjesto bolida voziti trotinete,sport,NA
alkaloid ti uspeo izbrojiš titula šumahera fetela zajedno,sport,NA
uračunao čovek fetel uzima sledeću lololo,sport,NA
 stvarno zajebao ok jedna manje fetel zaustaviti tri,sport,NA
 odakle mu ideja ni pred ovu upravo završenu sezonu niko smeo tvrdi švaba sigurno uzme treću uzastopnu,sport,NA
 ode hamilton meklarena jaje,sport,NA
mali odličan vozač precizan apsolutno posvećen a bogme vrlo iskusan upravo poslednje dve trke pokazao ume ti uspesi ni nezasluženi velik on potencijal a najveća mu prednost mlad prostora nadogradnju alonso kimi baton pomalo veterani ovoj priči smeju potceniti ni pod razno računica spominje ekipa red bula superiorni cele sezone najmanje talasanja a drugom delu zablistali vrhunska ekipa najjača eto treću godinu a suvišno spominjati finansijsku osnovu poklopilo vidim razlog budućnosti dodje nekog sunovrata fetel prestane vrišti postane bar podnošljiv,sport,NA
 razumem hejtujete fetela uopšte loš vozač brz auto vozi hamilton muda vozi agresivno jednostavno pametan stane taktiku kidiše a puta koštalo iako zgotivio vremenom opasno zamrzeo onog nameštanja glokom uzeo masinu titulu ide razmišlja po svaku cenu kidiše lud fetelu poklonjeno izborio gomilom problema prvi kraju mnogi odustali on pored klupskog kolegu bukvalno gleda sjebe svakoj trci alonso masu radio omogući alonsu lakšu vožnju hejt prema fetelu a titulu dženson baton ej baton prosek nad prosekom titulu fetel svakako zaslužuje kobajaši zaslužuje makar uspeo uzme titulu svemu dobra sezona velikih vozača šampiona najveći povukao kimi izkobjašnjavao stvari suštini navijaću kimija sledeće sezone gotivim masu fetela alonsa hamiltona nek interesantna de ćeš ,sport,NA
 sportoviferari smatra fetelova titula neregularna video,sport,NA
opasno zamrzeo onog nameštanja glokom uzeo masinu titulu au tad ispizdila,sport,NA
brm brm,sport,NA
tucani ni govora naqmeštanju hamiltonove titule brazilu glok stazi gumama suvo hamilton promenio gume mokru stazu a sigurno sećaš kiša uveliko padala glok tada otišao boks želeo ostane bodova svakako dogodilo uzevši obzir mu vremena trebalo odradi zamenu guma izgubio pozicija pišete ovoj temi očigledno pratite temeljno formulu svakako znate edit zaboravim vezi vebera on sigurno pokučava skenja fetela uostalom seti turske koga tada ušao bolidom izazvao izletanje obojice staze,sport,NA
auu fetel stvarno pretekao pod zutom zastavom negde pocetku trke lepo vidi a izgleda niko sudija ferarija primetio sumnjivo brale vrlo sumnjivo,sport,NA
konzervo verujem že išta suviše kontroverzna odluka međunarodnu automobilsku federaciju ferari prolaz titula ostaje fetelu,sport,NA
 ja fer zavrsili trku safety car om a desilo pocetku trke zajebao zajebao ,sport,NA
 ferarija odmah trke oglasili povodom rekavši pomislili pitanju žuta zastava priznali pogrešili e žabari ,sport,NA
gonzo brate razumem ja izjava timo gloka jasna normalno pustio hamiltona pređe ikakve borbe draže ja on uzme titulu on prijatelj tom fazonu tog trenutka prestao pratim formulu redovno sporan momenat glok ogromnu prednost odjednom naglo počeo gubi no nebitno glok jeste a oper veber jednostavno prežali fetel prvi vozač tima situacija poneo timski oduzmu titulu naknadno pojeli čudilo obzirom vrlo čudne odluke alonsu išle ruku ponovim uzmi kimi f titulu ,sport,NA
 odgledao svaku trku makar poslednjih pet godina složim tiče vebera činjenica veber bod prednosti odnosu fetela šampionatu čini četiri trke kraja red bul odlučio suprotno svakoj logici forsira klinca namerno urađeno pošto priča red bul austrijski tim a fetel nemac spominjem ogromnu potrebu nemaca ponovo nekog vozača formuli zapenili tim umalo izgubili titulu godine ostalom fetel pobedom abu dabiju poslednjoj trci osvojio titulu došao po prvi put sezoni vodeću poziciju šampionatu fetel sumnje dobar vozač čitava priča red bulu previše podseća šumahera ferari tom razlikom šumaher došao ferari veliko ime formuli fetel instant varijanta tiče sezone uzeo titulu prosto moralo desi po svaku cenu,sport,NA
 pratim formulu specijalno jedna stvar zanima pred svaku trku komentator objašnjavajući izgled staze sl kaže staza teška mjesta moguće preticanje vidim fetela ladno pozicije dođe trećeg mjesta obilazeći vozače izpičke bolida sklanjaju prođe čoek šanse dobar vozač isti razlika kojeg sponzori guraju jačoj ekipi osvaja kimi spada on ćaća,sport,NA
šalabajzeru generalno fetel veoma brz bolid najbrži šampionatu mu problem pretiče vozače slabijim timovima odmah oduzmi dva bolida ekipe toro roso mlađi brat red bula mu bukvalno sklanjaju čitave sezone fetel situaciji probija poretku protiv bolida toro rosa morao trudi vernje rikardo mu kulturno uklonili puta,sport,NA
jebemliga onoj stazi dugačkim pravcom hamilton pravio prednost nad fetelom pravcima jasno sklanjaju valjda tolika razlika bolidima,sport,NA
brate bolid prednost pravcima odnosu drugi bolji krivinama gleda iskoristi a razlika bolidima tri najbolje tri najlošije ekipe ti četiri sekunde po krugu ,sport,NA
e sekunde po krugu smetnuo uma prevelika razlika bolidima,sport,NA
 razlika tolika između svih bolida,sport,NA
gonzo pretenciozno reći sena najbolji vozač ikad ,sport,NA
 ja kažem sena najboљi ikada uz њega francuz al en setim zove,sport,NA
alene oprosti ,sport,NA
 tiče jeste iako gledao fanđa stjuarta laudu druge brazilac niko drugi iako najviše osvojenih titula onakvu strast brzinom hrabrost ponekad graničila fanatizmom niko apsolutno niko zahvaljujući seni zavoleo meklaren prvo video nekih devet deset godina gledao prvu trku formule senina žuta kaciga crveno beli meklarenov bolid reklamom marlobora rodila ljubav ,sport,NA
matori pitam ja vreme pratio ovako vi iako klinjo večeras udjoh čitam čemu formuli trenutno radi pošto praćenje svelo aha pobedio hungaroringu alonso ok vidim ti razumeš a pretpostavljao gledao ludog brazilca cenim gledao dokumentarac preporučujem slučajno nisi ,sport,NA
prost sena najveće timsko rivalstvo ikada formuli čini dvojica pobedili trka šampionatu klasa odnosu ostatak karavana vozeći varam bolid mp trebalo model pitanju,sport,NA
gledao yutubu komp sjeban skinem neta svakom slučaju film neverovatan,sport,NA
 ovoga ceniti šumahera iako voleo suviše prljav vozač ovom klipu pokazao cenio senu ,sport,NA
interesantna stvar tom filmu saopštena strane seninog menadžera a razbio mit sena kišni vozač naime sena mrzeo vozi po kiši navodno bojao medjutim opsesija prema bržim prolascima kroz krugove napravila famu sena perfekcionista inovator ekstremno talentovan vozač definitivno ikona ovog sporta,sport,NA
cenim gledao dokumentarac jebeno dobar dokumentarac,sport,NA
prilično davno pronašao podatak sena valjda važi najbržu moguću reakciju startnom semaforu zaboravio iznosi brojkama,sport,NA
e a zove dokumentarac seni odgledao po torentima youtubu,sport,NA
tucani drugi link ti dokumentarca prošle godine a prvi dokumentarac pravo pobedu ti dokumentarac prošle godine prevod dosta portugalskom sigurno oba filma skinu torenta ftoqlq,sport,NA
fala gonzo baciću potragu noviji našao titlove a stariji morati gledam jutjuba,sport,NA
 starijem delove portugalskom nećeš razumeti ti generalno pokvariti užitak ,sport,NA
 dokumentaraca odgledajte fandju skroz drugo vreme npr vozili pojasa ,sport,NA
 jeste veze naslovom teme film srca preporučujem takoreći dokumentarac trci časa le mana priča skoro nebitna stari dobri stiv mekvin odradio solidno ulogu a scene piste maestralne,sport,NA
gledao davno alkaloid eto odlične ideje podsetim,sport,NA
hahahahaha sele sunce mu ti dao iskopa ,sport,NA
eeeeeeee ,sport,NA
 words wisdom of kimi ahead of kimi raikkonen’ comeback prior start of season we ran a feature compiling finn’ best quotes after twenty races which included memorable victory in abu dhabi we take a look back at what raikkonen said in … “usually have a new car here every year so it’ a big surprise” australia “it’ same except amount of titles he’ won” china on sebastian vettel “ arrived in china on thursday morning so arriving a european race on thursday morning is no different really” spain when asked about whether travelling a european round is more favourable q what did tell finnish viewers just now kr it’ mothers’ day in finland q so happy mothers’ day kr yeah had nothing else say finnish viewers “did see what f just happened” monaco grand prix when sergio perez cut in front of raikkonen at pit entry “ only need race guy wins so wouldn’t put money probably use it something else” europe when asked who he’d put money on title “if it’ wet it’ wet it’ same everyone” britain when asked about how expected rainfall could affect running “ am doing my best” british grand prix “makes no difference my weekend if there’ or a hundred thousand” on finnish fans at hungarian grand prix “ know what am doing” belgian grand prix when informed he is fighting michael schumacher “so give full power then give full power” belgian grand prix when told push last few laps “nothing keeps awake have ability sleep well wherever am” “’m type of a person who is scared of something if something is going happen it’ meant be way” “but whoever has most points at end of year deserves win championship if happens it’ a good thing us but if it comes a win or without don’t care” singapore when asked about elusive win “ always said ’m desperate formula when feel like doing something else will” singapore when asked about future plans “ spun” japanese grand prix qualifying “ don’t care about others” japanese grand prix qualifying “yeah actually am if it’ same as it is in europe like it but know have no experience yet of local food” india when asked if he is a fan of indian food “ team did need tie up blackmail a photo album unlike certain other contracts may have seen sign recently was necessary on this occasion” on signing a new deal “leave alone know what ” abu dhabi grand prix when informed of gap back fernando alonso “yes yes yes yes am doing it all time don’t have remind ” abu dhabi grand prix when reminded warm tyres behind safety car q kimi first victory since belgian grand prix tell us about emotions at this time kimi raikkonen much really q people want know how amazing it is win a grand prix tell us kr last time guys was giving st because didn’t really smile enough “’m happy but there’ nothing jump around about” on win in abu dhabi q “kimi how special is it be first driver win lotus since ayrton senna in kr “it’ a long time them guess” “ sure we’re going have a good party today hopefully tomorrow when we are feeling after a long night we will remember how we feel” on what he’ll after abu dhabi win “as long as manage get myself next race think team is happy try get home at some point” abu dhabi “’m so stupid cannot remember what ’m doing it’ a normal thing they are just trying help know what ’m doing will ask help if need it it’ first time it won’t be last time it’ been many times other teams also but they are all there help try put in best position” on abu dhabi radio messages “ think whoever scores most points will get it deserves it” usa when asked who will win championship “ don’t care if am second fourth or th we are here try win it really doesn’t give anything if am third or fourth don’t care if have go fia prizegiving but it doesn’t really give anything am here try win if finish third or fourth it doesn’t matter if ask someone after five years in f who was second or third it would be same it makes no difference it looks maybe better on paper but in reality it doesn’t mean anything” on finishing position in championship “where went off can get back on track by going through support race pitlane but have go through a gate know this as did same thing in gate was open year somebody closed it this time next year ’ll make sure it’ open again” on running wide in brazil,sport,NA
promenite naziv teme,sport,NA
pričaj ti nekome drugom niko ti brani cimetašu ,sport,NA
smirite patak iskopaćemo nekog drugog vozača ,sport,NA
 ja iskopao ovoga,sport,NA
ah takuma sato najveća kamikaza formule al dobar vinklu,sport,NA
 bar navijao postojali,sport,NA
pričaj ti nekome drugom niko ti brani cimetašu mislio podtovalci lika dela ledenog kome drugome pricam kace koe jedini formulad vredan pomena ,sport,NA
takoe d,sport,NA
 zatvora izlazim ulicom setam vozim mercedes devojke gledaju kazu ah ah on ja cujem,sport,NA
ajde oživim temu počela predstavljanja bolida ekipa predstojeću sezonu meklaren mp pol di resta bolid vjm skuderijin f poslednji lotus e jedini zadržali polomljen nos prošle sezone ,sport,NA
 zadrzali polomljen nos lotus odlucio zamaskira novodozvoljenim poklopcem tastine ua lotus dodali crvenu boju bolid jak onako crno zut,sport,NA
 editujem gore post novi zuber c promenili sumu osnovnu boju bela siva izgleda onako moćno podseća meklaren ,sport,NA
jeste mocnije izgleda ovako jeste steta ovako podseca meklaren imali najruznijih bolida prosle godine morali urade znas dalje partnerstvo celsijem vidim nigde grb,sport,NA
che nigde video imformaciju čelsija sećam ugovor važio prošlu godinu baciću info čim saznam ,sport,NA
 prestignem gonza d rb edit bull racing launch formula car on february formula news edit,sport,NA
 prestignem gonza d leba usta uzimaš lololo trebao ubaciš fotku strane lepo vidi,sport,NA
mercedesov w contentuploadsimg contentuploadsmerc w b contentuploadsmerc w ,sport,NA
novi keteram ct toro roso str marusija mr ,sport,NA
 mercedes izgleda predrkano,sport,NA
trenutno toku prvo zimsko testiranje herezu doduše testiranja daju pravu sliku mogućnostima ekipa bolida,sport,NA
kimiiiiiiiiiiiiiiiii,sport,NA
jošmalopasaće jošmalopasaće,sport,NA
bog mazo kolko vlage kimi proizvodi po vukajliji ,sport,NA
jošte dan ,sport,NA
zaboravio stavim fotke poslednjeg predstavljenog bolida vilijams fw drugog ugla ,sport,NA
bog mazo kolko vlage kimi proizvodi po vukajliji rad matori jajca ovlaže vidim ja oduvek pricao ja gledam formulu ja gledam raikonena zakuca sudari pojebe bolid prestajem gledam trku interesantna periodu vozao kolca pauzirao formule postalo nezanimљivo monotono ,sport,NA
ma kimi kralj formula golo govno ,sport,NA
 ovih sezona realno vredno gledaњa,sport,NA
gonzo dan gledam utakmicu celsi vs drugi tim vidim reklamu onim futurama svetlecim reklamama terena zauber ef tim znaci roman ulazi mala vrata inace ferari obecava bice zanimljivo gledati dzesi ovens vozi naciste dzesi ovens a izvinjavam dzesi umro iljadudevestoosamdesete kul renoov bedz vilijamsu odradjen nekako neupadljiv smor svaka sezona kojoj ferari dobar leprikone tice ovih sezona realno vredno gledaњa gledao svih sezona sumijeve dominacije a meklarenov vilijamsov period neprikosnovene superiornosti kazem upravo poslednja sezona najbolja tih dvadesetak odgledao zivotu,sport,NA
matori pogredno razumeo posledњa jebala kevu kažem smorile raikonena,sport,NA
kimi hsvfeqfeatureyoutube,sport,NA
ahahaahah kimi ja verujem ahhaha d,sport,NA
