"post","tema"
"Преоштра је преоштра реч хахахах али тако некако. Ово о процењивању сам изнео јер мислим да је тако и у животу, мени су људи којима се Лебовски није допао међусобно слични у неким стварима, приступу и тако...
Јесте ли ви размишљали о томе, у вези било ког филма?

Едит: Причу након првог гледања више никад нисам превише разматрао, прича је практично споредна ствар у филму.","umetnost"
"Taman posla Uroše da ljude preko filmova cenimo. ;)","umetnost"
"Naravno. To bi bila fina tema, ""Socijalna selekcija putem kinematografskih ukusa"".","umetnost"
"Hvala ti, wojtek, cenim takvo posmatranje i trud.

Ja jesam razmisljala, u vezi sa mnogim filmovima, posebno nekim koji se bave emocijama kroz tabue, te ce neki, po mom misljenju povrsniji, ljudi tesko svariti samo zato sto je tabu, nece ni shvatiti poentu.","umetnost"
"То. Ја волим да, након неке расправе о филму, анализирам зашто се мени филм свидео, а саговорнику није и супротно.","umetnost"
"Ja sam sada pristavio film da se skida, samo da se mogu kasnije priključiti raspravi. Ovom brzinom daunlouda, trebaće mi još 2-3 sata. Ostanite nabrijani.","umetnost"
"l ja, ovako preostra:), to volim. Samo se ova tema svela na nabrajanje ;/","umetnost"
"Ja bih banovao svakoga ko stavi više od 5 filmova u jednom postu. Pa nije to stoka da krljaš tako. Za jedan kvalitetan film je potrebno dosta toga, i onda dođe neko i skrlja 10 filmova, pa onda još 10, ma dajte.","umetnost"
"Нисам раније ни учествовао, сад сам налетео на Лебовског па сам се прикључио, не знам каква је тема била раније. :)))
Него, шта вам се више свиђа ""Предсказање"" или ""Истеривач ђавола""?","umetnost"
"Suštinski, taj film je na takvom glasu jer niko nije ravnodušan. Nisam čuo da je neko rekao -pa onako...fin filmić, k'o jesen u Njujorku. Dok se o njemu raspravlja znači da ima nešto, nešto što ja svakako nisam primetio.","umetnost"
"Urose, koje godine? Daj imdb link.
Pa Francky, da nema tako dobre ocene i da nije na tako dobrom glasu zaboravila bih ga pre kraja.","umetnost"
"Uroše, jel možeš originalne nazive, ne znam na koje filmove misliš, a možda sam ih gledao?","umetnost"
"The Omen
The Exorcist
Први је из 1976, чини ми се, а други коју годину старији...","umetnost"
"Ja sam gledala samo Exorcist, Omen samo novi, ovaj stari mi bleji na hardu.","umetnost"
"Au, to je meni prestaro, nisam nigdje naetio na to. Poslije Hičkokovih Ptica, prestao sam da gledam starije horore.","umetnost"
"Zasto, Dube? Bez specijalnih efekata, tj sa limitiranim, morali su da se potrude mnogo vise nego sada kad smo maltene zaslepljeni efektima.","umetnost"
"Пуфнице, потруди се, оригинал је оригинал.
Dub, препоручујем, одлични су филмови, и у сваком има легендарних сцена.","umetnost"
"Hocu, sigurno, pa javljam utiske.","umetnost"
"Ne gledam horore jer ne vidim svrhu toga, isprepadam se ko budala, a ako gledam sa nekom curom moram da ispadnem junak, pa ne smijem ni da zucnem, dok se ovi kolju i ubijaju. Da gledam, sgurno bih gledao ove starije, jer su mi bolji. Mislim da je Hičkok nudio neki veliki keš onome ko odgleda čitav njegov film, sam u bioskopu, ali nisam siguran koji je film bio u pitanju.","umetnost"
"Od ta dva horora, Omen mi je nekako bolji. Šta znam, isterivač mi je strašan uglavnom zbog njene majke. Nekako me više tripuje od ćere.

Još jedan predlog: Memento. Insepšn i betmeni su superiška, ali Memento je prava stvar.","umetnost"
"Vito, slažem se sa ovim drugim predlogom, svi su dobri. Memento nisam baš uspio da provalm, a nikako da ga pogledam još jednom. I njega je Nolan režirao?","umetnost"
"Memento je kul film, Vito, ako ti se on dopao izguglaj o RL H.M. pacijentu.
Dube, sto si sisica?
Ne znam da l je uvrnuto, ali ja obozavam filmove koji me preplase, istripuju, sjebu et cetera. Nesto pokrenu u meni, a ne dobijem samo par jeftinih fora za smejanje.","umetnost"
"Da. Vredi gledati par puta, barem meni. Ljudi, šta je sa filmovima za ispašu mozga? Tipa Švarceneger i Sigal? Gledao sam više filmova sa Čak Norisom nego što bi zdrava osoba smela, i ne stidim se toga.","umetnost"
"Gledao sam buljuk filmova sa Švarcijem, Segala sam odgledao skoro sve, Čak Norisa isto, nisu baš vrijedni pomena. Brus Li je mama.","umetnost"
"DUBE, STO Sl SlSlCA?
Ne volim za ispasu, ne gledam ih poslednjih par godina..","umetnost"
"E vala, gledao sam nedavno ""Komandos"" sa Švarcijem. Čovek mi uvek izmami osmeh na lice, koliko god da sam šokiran užasom filma. Meni to prija. Ja umem da budem film-mazohista.","umetnost"
"ZP, ne voliš sisice? Preporučio bih Red Cliff, ima dva dijela, za one koji gotive Kineze koji se krljaju.","umetnost"
"Јел памтите филм ""Командос из предграђа"" ту је Хоган играо неког ванземаљца акос е добро сећам, баш сам био мали хахахах морам да потражим то да се одсетим...","umetnost"
"Muske ne toliko.","umetnost"
"Aj pufnice daj mi jedan dobar horor, od koga ću da se userem od straha, a da je snimljen poslije 2000.","umetnost"
"Oguglali smo ljudi, ne vredi.","umetnost"
"http://www.imdb.com/title/tt0883995/
Horor/ drama. Neces se usrati, ali je sjajan. Nadji original thai verziju, ne sinhronizovano, ima na isohunt-u.","umetnost"
"Мислимд а сам највећи страх приликом гледања хорора доживео уз ""Рингу"" јапански оригинални, у сцени са телевизором сам се буквално одузео јер нисам то очекивао хахаха а опет, леп је то осећај...","umetnost"
"ja se userem kad gledam 'Motmanovo proročanstvo'","umetnost"
"Sad kad si spomenuo Ring, onu malu Samaru sam stvarno očekivao da izađe iz TV-a i dođe i kod mene, THC odradio svoje.","umetnost"
"Иначе амерички римејк не признајем хахахаха али тако се десило (памтим веома добро) да сам устао из кревета и стајао кад је почела она сцена са телевизором. Ја нисам мога да седнем од страха нити да скренем поглед, одгледао сам тако непомичан целу сцену. Што се мене тиче, филм је чиста десетка :)))","umetnost"
"ZP, ne mogu naći torent, aj ako imaš link, šalji. Uroše, jesi stigao da dodeš do wc?","umetnost"
"НИје било потребе, оно је било нешто непоновљиво, није било препадање у класичном смислу. Сад ми и није баш јасно зашто сам се толико препао хахахах али пун погодак!","umetnost"
"Mislim da ovaj film nije niko spomenuo. Batoru Rowaiaru (Battle Royale)","umetnost"
"http://rapidserbia.com/viewtopic.php?f=14&t=190356&hilit=13+Beloved
Evo ti, Dube, imas tri ovde. Javi utiske, bas me zanimaju.

http://isohunt.com/torrents/13+Beloved?ihs1=13&iho1=d&iht=1
Ovde takodje.","umetnost"
"Да ли је неко гледао Wall Street Money Never Sleeps?","umetnost"
"Meni je super film, gledao sam ga 2-3 puta, a prvi dio jedno 10-ak puta.
Blue Horseshoe loves Anacott Steel.","umetnost"
"Ово је убитачна комедија:
http://www.imdb.com/title/tt0082822/
Тројица пријатеља, сви психијатријски случајеви, један подвојена личност, један забораван, и један уверен да га мајка свуда прати праве циркус!

Поменућу и Jump Tomorrow, инди филм, лик долази из Африке у Америку да се ожени по договору, и на путу се заљубљује, фантастично!","umetnost"
"Командос из предграђа

Јаоооо, имао сам то на ВХС-у. Убио би да га поново погледам. Чак сам се и као клинац смејао колико је глуп. :)

Иначе, јел се ложи још неко на Пиксарове цртаће?","umetnost"
"http://www.imdb.com/title/tt0103003/
Видео сам скоро на јутјубу ону сцену кад граном лансира мачку хахахаха!!!
Пиксар... Покушао сам да их волим, није да нисам...","umetnost"
"Evo Urose,kako bi prevazisao taj ""Ring"" i imao novo iskustvo sa strahom... :)
http://www.imdb.com/title/tt0440803/","umetnost"
"Najbolji horor koja sam ikada gledao.

http://www.youtube.com/watch?v=l5I1q4KhKNU

Otkida.","umetnost"
"Е јел да скнем тај или оригинал, видим да и Тајландски постоји на торенту? Ја бих радије оригинални...","umetnost"
"Taj tajlandski obavezno.Ja ne gledam ove americke horore,posto su bukvalno sve uzeli od ovih,i sranje su prerade.Ove kad vidis,useres se,a ne od radnje filma... :) Preporucujem i ""Body sob 19"",ali je taj prvi izuzetan.","umetnost"
"Шта го да си ми рекао скинуо бих тајландски хахахах трудим се да бојкотујем римејк као такав :)))","umetnost"
"Poenta-tajlandski odlicni,rimejkovi sranje! :)))","umetnost"
"Ne znam je li baš oror, ali ko nije gledao, valjalo bi. 
http://www.imdb.com/title/tt0099871/
Inače ne volim ih nešto prećerano. Pikica sam klasična, što se njih tiče.","umetnost"
"bvdlga погледао сам, свиђа ми се филм, мада првише личи на Рингу, и то није једини, људи се тамо очигледно ложе на мртве девојке у школским униформама. шта да се ради...
Иначе неко ми је ранје препричао овај филм, препознао сам по кључној ствари на крају.
Џејкобова лествица је филмчина!","umetnost"
"bvdlga погледао сам, свиђа ми се филм, мада првише личи на Рингу, и то није једини, људи се тамо очигледно ложе на мртве девојке у школским униформама. шта да се ради...

Pa da,svi su uglavnom na tu foru,ili sa nekim indijanskim grobljem negde u blizini,pa neki duhovi dolaze odatle,itd..Sve u svemu,meni je kul skroz,pogotovo sto sam sa ribom gledao,i na kraju filma joj se okacio na ledja,ona popizdela,htela kuci da ode.. :)))","umetnost"
"Послао бих ја њима ""Свето место"" да виде шта је права ствар :)))","umetnost"
"The Secret in Their Eyes
Ne znam da li ga je neko ovde predlozio.. Fantastican film.. 
9/10 moja ocena.","umetnost"
"Jesu ga predlozili, ja ga odavno skinuo, sad za vikend cu i da odgledam.","umetnost"
"Grown ups - ja se odavno nisam ismijao uz neki film ovoliko. Poslije filma me je stomak bolio od smijanja, a cimer kaže da sam se smijao k'o lud, ja nisam čuo, imao sam slušalice :D","umetnost"
"upravo pogledah http://www.imdb.com/title/tt0844708/ 8/10","umetnost"
"Ne znam kako ranije nisam odgledao ovaj film.
Sjajna prica, odlicna gluma i jos bolji scenarijo.  Pomalo depresivan.
Cista desetka i topla preporuka.","umetnost"
"Brižni baštovan na avali. Odličan film! Pa ko ima vremena, nek odgleda.","umetnost"
"Вреди сваки секунд гледања, чак ми је било жао што није још мало потрајао, и не знам како га нисам погледао раније: <<500 days of Summer>> глуме Zooey Deschanel и Joseph Gordon-Levitt  :))","umetnost"
"^^^Иначе филм са одличном музиком :))
<<After sex>> Гледао га одавно, сад поново. Јако добар, са веома занимљивом тематиком. :))","umetnost"
"Не знам је л' неко препоручио пре мене, ал' ево - Exam
Прејебен филм.","umetnost"
"Јел има неко овај филм?
http://www.imdb.com/title/tt0273300/
Јако ми се допао, али нигде не могу да га пронађем на нету.","umetnost"
"http://www.imdb.com/title/tt1314655/
Horor. Međutim nije da se nešto osvrćem.Nije toliko strašan koliko je  priča  zanimljiva. Vredi. Preporučujem.","umetnost"
"Urke imas ga na megaupload -u.","umetnost"
"Zombieland pogledajte metallica mjuz uvod

http://www.youtube.com/watch?v=Lz0HFr3VgNw&feature=related","umetnost"
"Idiokratija/Idiocracy (2005). 
Manje više komedija (američka) koja govori o tome da na glupima svet ostaje.
Bilo na Avali pre neku nedelju.","umetnost"
"http://www.imdb.com/title/tt0154421/  The Idiots (1998) 

Na sličnu temu...

The group of people gather at the house in Copenhagen suburb to break all the limitations and to bring out the ""inner idiot"" in themselves.","umetnost"
"http://www.imdb.com/title/tt1017451/

Јако добра идеја, али ипак... није испао како треба. Дакле, површно додирнута ионако плитка прича, о историји бенда и да не говорим, музика - никако да се уклопи. Једино што ми се допада је назив, јер за ранавејзе знам одавно, и главна глумица, јебига.","umetnost"
"The Fighter http://www.imdb.com/title/tt0964517/ Na kraju prikažu kako izgledaju stvarni likovi. Bejl ga je skinuo u originalu.","umetnost"
"http://www.imdb.com/title/tt0947798/ black swam-filmcina","umetnost"
"Film otkida.. 
http://www.youtube.com/watch?v=OlhLOWTnVoQ","umetnost"
"Sjajan njemački film.. 
http://www.imdb.com/title/tt1149362/ 
Bijela mašna","umetnost"
"Варљиво сунце http://www.imdb.com/title/tt0111579/
Варљиво сунце 2 http://www.imdb.com/title/tt0403645/

Два филма која заиста имају душу. У првом филму је кроз животну причу генерала Котова лепо дочаран период Стаљинових чистки. Други део обухвата период Другог светског рата и наставак приче о генералу Котову и његовој породици.","umetnost"
"Odgledah Omen iz 76., naravno bolji utisak nego ovaj noviji. Li ekstra glumi, Gregori mi je na pocetku bio malo hladan, ali posle je super, a klinac je prelep i genijalan. Procitah da je u poslednjoj sceni malom receno da se ni slucajno ne smeje i tako je nastao onaj prezlocest osmeh:) 
Odgledah i Black swan, uvrnuto, svidja mi se. A i puno volim Natali.","umetnost"
"Little Miss Sunshine  http://www.imdb.com/title/tt0449059/

У питању је добра комедија. Све се врти око једне пододице и то какве: ћерка је мала дебељуца којој је сан да постане мис, син је фанатик који машта да постане пилот и зарекао се да неће реч да проговори док то не оствари, отац је пропали писац књига на тему психологије успеха, мајка је условно речено нормална, деда је наркоман а ујак је психијатријски случај. Са оваквим ликовима какав год да је сценарио комедија мора да успе.","umetnost"
"ovaj -13 -je zanimljiv
http://www.imdb.com/title/tt0798817/","umetnost"
"То Пуфнице! :)))
Литл Мис Саншајн је супер филм такође, ја волим те лузерске филмове!","umetnost"
"Ел се јебе у том филму та мала ,како рече да се зове , Литл Мис Саншајн?","umetnost"
"Da, da, Urose, poslusah. Ako imas jos neki predlog ludacki reci. 
Svidja ti se Annie Hall?
I meni se svidja Sunasce.

Ne, pope. Ali neki decak se jebe;)","umetnost"
"Да! Ени обожавам, а и остале Вудијеве филмове! Ја сам пре пар вечери погледао ""Шесто чуло"". Пре тога, гледао сам га пре десет година кад се појавио, и сад сам се одушевио филмом! Наравно, нисам могао да уживам у птпуности у другом гледању, али то не умањује доживљај, гледаћу га поново првом приликом :)))
Мислим да ми кад се појавио, није оставио овакав утисак, не знам зашто...","umetnost"
"Mozda zato sto si bio znatno mladji;)
Ja sam ga gledala kasnije, pre par godina, i sjajan je film.
A uzeh od druga usb sa cetiri-pet Vudijevih pa cu bas gledati ovih dana.","umetnost"
"Ako je neko ikad prevazišao ovaj film, to je sigurno bio isti autor nekim drugim filmom. Mada, sumnjam...
http://www.youtube.com/watch?v=RXYhLF2z_NM","umetnost"
"Да али, нисам био баш толико мали, или сам био знатно глупљи хахахах!!!
Гледај па пиши овде, занимају ме утисци :))))","umetnost"
"Bio si, verujem;)))
Hocu, hocu.","umetnost"
"Valdemare, od Tarkovskog gledao samo STALKER, odličan film inače.
Ae pošalji link od tog- Nostalghia,leba ti:)","umetnost"
"Probaj ovako iz delova, nemam link za ceo:
http://www.filestube.com/ce6f99da22ca113f03e9,g/Nostalghia-1983-rm.html","umetnost"
"http://isohunt.com/torrent_details/133998877/nostalghia?tab=summary
Evo ti ceo.","umetnost"
"ok, hvala","umetnost"
"Jebemliga. Sad bih vam preporučio jedan vrhunski film, ali ne smijem pričati mnogo o radnji, da ne uništim. Glavne uloge Depardje i Polanski. Tornatore režirao. Muškarac tiz šume dotrčava u policijsku stanicu. Desilo se ubistvo u istoj šumi, i on je glavni osumnjičeni. Svega 5 likova drže pažnju skoro 2 sata. 
http://www.imdb.com/title/tt0110917/
Una pura formalita","umetnost"
"http://www.imdb.com/title/tt1272006/ - БЕСА

Након шунтаво одрађеног ''Сјаја у очима'' ово је за Карановића, не само велики помак, већ за мене вероватно врхунац његове редитељске каријере. Врхунски глумци (феноменални Мики Манојловић, пре свега) воде кроз одлично режирану причу, која иако се бави превише форсираном темом задњих деценија на овим просторима: љубави између припадника различитих народа; остаје кроз филм занимљива и нема толико оног класичног упадања у пљување једних или других, или и једних и других скупа (-Ми их, знате, не мобилишемо, јер им не верујемо! -Ни они не верују вама. Да ли сте се можда запитали зашто?). Филм на неким местима има онај ''већ виђен'' ''судар различитих традиција'' али ипак вешто одрађених. 10/10","umetnost"
"Mr.Brooks http://www.youtube.com/watch?v=BQERrAfoNFk","umetnost"
"http://www.imdb.com/title/tt1134664/
http://www.imdb.com/title/tt1132193/

""Boogie Woogie"" iz 2009 i ""(Untitled)"" takođe 2009, ove sam tematski odabrao, oba se satirično odnose prema današnjoj konceptualnoj umetnosti i umetnosti performansa, meni se čini da je ta satira vrlo dobra. Nema tu mnogo aktivnog humora, humor je više u ideji, tako da nekima može biti dosadno.

http://www.imdb.com/title/tt0841044/ - 2 Days in Paris, sa ovim nema promašaja, odličan film, meni presmešan, lagana pričica o ljubomori, dobra gluma, ladno važi ""kako moooontira"", još ga žena režirala. Ne treba propustiti","umetnost"
"True Grit. Ne gubite vreme. ameri smislili novi žanr - vestern za tinejdžere. Spora i nebulozna radnja, tinejdžerka koja se sukobljava sa okorelim krimosima u cilju osvete. Zanimljiva je regresija vestern filmova u poslednje vreme. Izgleda da je vrhunac bio još pre 50 godina. Dakle, ne gubite vreme.","umetnost"
"Dub

Grown ups - ja se odavno nisam ismijao uz neki film ovoliko. Poslije filma me je stomak bolio od smijanja, a cimer kaže da sam se smijao k'o lud, ja nisam čuo, imao sam slušalice :D

Moja greška što uzimam preporuke zdravo za gotovo... Prvih 75 minuta sam gotovo bio spreman da oprostim, ali kada se podigla zastava i pustila zalečena ptica na 4. juli...ovo je verovatno najsramniji film svih vremena. Još piše lepo na početku filma da Adam Sandler igra, ali ne, ja kontam - preporuka je preporuka... Verovatno jedini film koji sam ikada prosto obustavio, bez želje da ga odgledam do kraja. Pokušaj postizanja efekta sopstvenog videa sa prošlog letovanja krajnje otužnim sredstvima od kojih me spiči transferčina blama od same revizije. Poslastica za ljubitelje filma sklone bljuvačkoj analizi. Niđe zapleta, Finč iz mangupa igra sebe, Sandler igra sebe, sise i dupeta igraju sebe, Chris Rock u ulozi sebe, David Spade staruje kao himself, Salma Hayek glumi preteranu pičku latinoameričkog porekla, a Maria Bello doji četvorogodišnjeg klinca (apsolutni hajlajt filma), debela crnkinja koja prdi i okrivljuje psa, a 16 ljudi vrišti od smeha...prosto, ako je žanr filma komedija a pritom je smešan koliko Milan Kalinić i spontan koliko Žikina Šarenica, onda ukurac, daj foxa. Film koji je čak i na imdb ocenjen ispod sedmice, ali sam na to prekasno obratio pažnju. Veoma se stidim što ću znati o čemu je reč kada ljudi u budućnosti budu pominjali ovaj film, mogu tek da se nadam da neće.

Ovo bih preporučio, baš lep film http://www.imdb.com/title/tt0073152/
Ovaj je već pomenut, ali baš vredi rifrešovanja http://www.imdb.com/title/tt1149362/","umetnost"
"Ахахахахах, какав квалитетан хејт. :)","umetnost"
"Smako se Vehbija na živce. Evo da ti ja probam preporučiti komediju, ako nisi gledao. Preporuka ko preporuka, ali...

http://www.imdb.com/title/tt0780536/","umetnost"
"ee da, In Bruž je baš kul film :)

evo i mojih favorita:

Citizen X
V for Vendetta
The peolpe vs. Larry Fyint
Amadeus
12 angry man
Shine
Ordinary people 
Donnie Darko 
Juno
As good as it gets
12 monkeys
Black Swan
Ghost world
Jarhead
Enter the void (poslednji koji sam gledala, bila sam danima pod utiskom)
The machinist
Mr.Brooks
Hard Candy
Atonement
Dial M for murder
Rear window
Rope
Batman begins
Law abiding citizen (odličan triler, osim poslednjih 5 minuta filma)
Children of men
Shutter island
Edward Scissorhands
Fight club
Frost/Nixon
Pan's Labyrinth 
Big fish
Chatch me if you can
Cast Away
Carobnjak iz Za i Povratak u Oz

Horori:
The thing
The fly
Alien
Shining
The Exorcist

Komedije:
apsolutno sve od Mothy Phytona!
Step brothers
Superbad
Orgazmo
Blades of glory
RRRrrrr
The Big Lebowski
Don't Be a Menace to South Central While Drinking Your Juice in The Hood
Parodije sa Leslijem Nilsonom i Ćarlijem Šinom

Od domaćih novijih Klopka i Turneja","umetnost"
"zaboravih dva sjajna nemačka - Das Leben der Anderen i Das Experiment.
I izvinjavam se na prethodnom ogromnom postu, al šta mogu kad su svi stvarno dobri.","umetnost"
"http://www.imdb.com/title/tt0069281/ Genijalna komedija...Must see.

@freek - Udaj se za mene :)","umetnost"
"A Serious Man http://www.imdb.com/title/tt1019452/ Braća Coen, šta reći više

jedini uslov je samo da mi otpevas ovu pesmu kad nam rodim mladunče

Čuj nju, otpevam. Ma dovešcu Nadu direktno iz Frankfurta ako treba da čuješ to u originalu, mnogo bolje zvuči veruj mi. Ok, najbitnije smo pokrili, još samo tehnikalije da odradimo, mada i to može Nada umesto mene :)","umetnost"
"Smako se Vehbija na živce. Evo da ti ja probam preporučiti komediju, ako nisi gledao. Preporuka ko preporuka, ali...

http://www.imdb.com/title/tt0780536/

dobra preporuka..ali i nije bas toliko komedija....al dobar je!","umetnost"
"http://matttrailer.com/death_at_a_funeral_2007
ok razbibriga...sad sam video da su i ameri uradili svoju verziju koja verujem da boli od gluposti...
ovo je tip filma da pustis i ne razmisljas....
trejler je skoro ceo film pa i ne preporucujem da se odgleda ceo","umetnost"
"Гледао сам јучер Деливернс http://www.imdb.com/title/tt0068473/ Поприлично суманут филм, ваља га одгледати. Ако ниш друго, бар због сцене где Дејан Цукић и ретардирани клинац цепају бенџо.
http://www.youtube.com/watch?v=1tqxzWdKKu8
Деливернс је баба, деда, отац и мајка свих оних ""залутао сам међ гомилу инцест-реднека"". Класик!","umetnost"
"Ту сцену су снимали тако што је неки клинац који сабија бенџо клекнуо иза овог плода вишеструког инбридинга и свирао праве тонове, јер је редитељ хтео да буде што реалистичније. Колико ли се само сморио током снимања, јеботе.","umetnost"
"musssashe
http://matttrailer.com/death_at_a_funeral_2007
ok razbibriga...sad sam video da su i ameri uradili svoju verziju koja verujem da boli od gluposti..

Ja sam greškom nabavila tu američku verziju, s velikim naporom odgledala prvih pola sata.. A i to je bilo previše. 
Pu pu, ne povratilo se!","umetnost"
"http://www.imdb.com/title/tt1542344/
Kakav film jebote. Bez reci sam ostao. Po istinitom dogadjaju snimljen.
Odavno neki film nije ostavio ovako jak utisak na mene. Cista desetka. 
Preporucujem svima.","umetnost"
"Zna li neko možda,hoće li da izlazi u srbiji film The Fighter,sa Volbergom i Bejlom?","umetnost"
"потписујемо ово што је написао Virtual Serb...","umetnost"
"Ko nije gledao,a voli takve filmove,neka obavezno pogleda
http://www.imdb.com/title/tt0113375/

U pitanju su navijaci..Po meni najbolje uradjen film na ovu foru...","umetnost"
"The Ghost Writer.
Полански (и даље) јебе.
Тема је сад нарочито актуелна, мада мене као и увек хипнотише атмосфера. На ивици си, без обзира да ли у следећем кадру очекујеш провалника, секретарицу, или Оног чије се име не спомиње. 
Роман је што се тог поља тиче непогрешив.
Јуен стандардно фаца, Броснан колико треба, а од Оливије Вилијамс ме увек стигне нека врућина.","umetnost"
"Dakle, filmovi. Crimes and Misdemeanors odgledah. I bolji mi je od Annie. Onaj profesor je pregotivan, mogla bih da gledam i slusam satima samo njega kako prica. Tetka u kuci gde je oftamolog odrastao je takodje prekul. I zanimljivo mi jako je kako se oftamolog zaplete u sopstvenu mrezu, ugazi u sopstveno govno, kako iz ljubavi predje u.. ne mrznju, ali ravnodusnost. I kako vreme kao anestezija otupi coveka. Tako realne stvari.... Preporucujem.
Drugi film je Exam iz 2009., neobican je, istripovan, takodje pokazuje kako se stvari jedna za drugom kotrljaju lako u pogresnom smeru. Preporucujem.","umetnost"
"Ени је ипак романтична комедија, заправо и нису за поређење. Гледао сам пре неколико дана Вудијев Меч поинт, скоро пресликана прича из Крајмс, и рецимо тај новији ми се никако није допао. 
Волим кад Вуди презентује филм који је снимио о шураку :)))","umetnost"
"E ni meni se ne dopada Match point.","umetnost"
"Гледах од Вудија ""Евритинг гоус"", пре једно месец-два. Некако је препун стереотипа, ко да је рађен по формули. Мљех, није ми се дојмио.","umetnost"
"Који је то филм, баци линк... Да не мислиш на Енитинг елс?","umetnost"
"Ааааа, зајебах се, попио сам мало, дизвинеш. Мислио сам на ""Вадевр вркс"".
http://www.imdb.com/title/tt1178663/","umetnost"
"Drugi film je Exam iz 2009., neobican je, istripovan, takodje pokazuje kako se stvari jedna za drugom kotrljaju lako u pogresnom smeru. Preporucujem.

Такође. Није неки,али има неку поенту","umetnost"
"ljudi u crnom, matriks FILM, lara kroft i SF filmovi","umetnost"
"Такође. Није неки,али има неку поенту

Exam
Ja ne mogu da nađem adekvatan prevod. Tražio sam i neke titlove na engleskom, nije mi problem, kad čitam, nezgodno mi je da slušam i da pohvatam sve. Ako neko ima prevod na srpski ili engleski neka javi.","umetnost"
"имам
ЕДИТ: Цуле, ево линка, требало би да ради. Инече, ту вероватно мо'ш да нађеш сваки титл који ти треба :)
http://rs.titlovi.com/prevodi/prevodi.aspx?prevod=exam","umetnost"
"Zavisi odakle si skinuo. Ja sam sa podnapisa, ista verzija kao sam film- koji skinuh sa isohunta.","umetnost"
"Погледах цртани мегамајнд, линк за имдб: http://www.imdb.com/title/tt1001526/
ја га оцењујем 8.5/10 тотално симпатичан цртани,свака препорука!","umetnost"
"@Culle.haha

imam ja prevod. :))","umetnost"
"Samo da uvredim onoga ko je ovde nahvalio ono govno od ""Crnog labuda"". Ništa više.","umetnost"
"pogledajte ""Red""  (Bruce Willis, Morgan Freeman, John Malkovich).","umetnost"
"Samo da uvredim onoga ko je ovde nahvalio ono govno od ""Crnog labuda"". Ništa više.

totalno si u pravu","umetnost"
"Balkanski spijun
Maratonci
(skoro sve starije iz domace kinematografije)
Saw(1,2,3,4,5,6,7)
Harold and Kumar (http://www.imdb.com/title/tt0481536/)
Forest Gamp
I za kraj moje misljenje o The expendables- mislim da je film zesce govno. Ne preporucujem nikom da ga gleda posto ce da izgubi drgocena 2-3 sata zivota (kao sto sam ja izgubio).","umetnost"
"ne preporucujem robina huda...","umetnost"
"A da zaboravih ovo da napomenem http://www.imdb.com/title/tt0261392/","umetnost"
"Dakle, film
http://www.imdb.com/title/tt0128445/

Isprva mi nije bilo jasno na koji je način ovo komedija, ali film je unikatan, gledam ga na youtube-u, tek sam na 20 min, ali već ga toplo preporučujem, zaista nešto drugačije, nadam se da se film do kraja neće razviti u neko 21st cent đubre za sirenom koja dobija noge i ide da spava prinčeve, glavni lik je ubica od karaktera. Scenario dijamant, Bill Murray dostojan svoje slave

edit: sad sam negde pročitao da na youtube-u nedostaje poslednji deo, evo solidnog linka","umetnost"
"http://www.imdb.com/title/tt0787523/

Towelhead iz 2007

Vrlo zanimljiv film koji se na humorističan način bavi pedofilijom i međuetničkim odnosima u mirnom midlklasnom američkom predgrađu. Inače režirao i adaptirao scenario isti lik koji je piso scenario za Mendesov ""American beauty"".","umetnost"
"Ovako, moji favoriti :

Logan's Run http://www.imdb.com/title/tt0074812/ . Valjda je old school Sci Fi šmek koji me je privukao da odgledam ovaj film. Posle sam ga gledao par puta jer je jednostavno zabavan i uživam u filmovima o distopiji.

Dark star http://www.imdb.com/title/tt0069945/ Uf ovaj film sam uhvatio na nekoj lokalnoj televiziji kao klinac, posle toga sam tražio naziv filma godinama. Normalno slučajno sam nabasao na film pre par meseci i pocepao se od smeha. Film je niskobudžetni i mator ali sve jedno je izazvao toplinu oko mog srca.

Soylent Green http://www.imdb.com/title/tt0070723/ distopija, ne znam zašto se primam na to ali ovaj film je baš kul!

Equilibrium http://www.imdb.com/title/tt0238380/ fancy nerealni okršaji su do jaja a i priča o društvu bez osećanja je vrh.

A Boy and His Dog http://www.imdb.com/title/tt0072730/ dialozi između protagoniste i njegovog kera su fenomenalni. 

V for Vendetta http://www.imdb.com/title/tt0434409/ Ovaj film prosto obožavam, gledao sam ga toliko puta da se približio Star Warsu po broju pregleda.

THX 1138 http://www.imdb.com/title/tt0066434/ Film koji je ostavio isti osećaj mučnine kao i kada sam pročitao 1984. Preporuka.

Toliko od mene za sada.","umetnost"
"Не готивим било какве филмове са краљевима, принчевима курцима палцима, али The King's Speech ми је, из неког разлога, готиван...први од овогодишњих кандидата за Оскара који ми се допао...","umetnost"
"Au, kakva filmcina http://www.imdb.com/title/tt1465522/
Stomak me zaboleo od smejanja, ali bukvalno. Nijedne sekunde film nije dosadan. 
Preporuka za sve ljubitelje crne komedije, obavezno pogledati!","umetnost"
"Гледају ми се Брус Лијеви филмови, ставио сам торент да ради... Нема, зна се ко је главни, зна се ко је тримовао Чак Нориса.","umetnost"
"Brus Li je jebač keve!!! On je mama i tata i baba i deda za Čak Norisa.","umetnost"
