post,tema,topic
zaboravih dva sjajna nemačka das leben der anderen das experiment izvinjavam prethodnom ogromnom postu al stvarno dobri,umetnost,NA
 genijalna komedijamust see freek udaj ,umetnost,NA
a serious man braća coen reći jedini uslov otpevas ovu pesmu rodim mladunče čuj nju otpevam ma dovešcu nadu direktno frankfurta čuješ originalu zvuči veruj ok najbitnije pokrili tehnikalije odradimo nada umesto ,umetnost,NA
smako vehbija živce ti ja probam preporučiti komediju nisi gledao preporuka preporuka dobra preporukaali komedijaal dobar ,umetnost,NA
 ok razbibrigasad video ameri uradili svoju verziju verujem boli gluposti tip filma pustis razmisljas trejler skoro ceo film preporucujem odgleda ceo,umetnost,NA
gledao jucer deliverns poprilicno sumanut film vaљa odgledati nid drugo bar scene dejan cukić retardirani klinac cepaju benčo deliverns baba deda otac majka svih onih zalutao međ gomilu incest redneka klasik,umetnost,NA
 scenu snimali klinac sabija benčo kleknuo iza ovog ploda videstrukog inbridinga svirao prave tonove rediteљ hteo realisticnije smorio tokom snimaњa jebote,umetnost,NA
musssashe ok razbibrigasad video ameri uradili svoju verziju verujem boli gluposti ja greškom nabavila američku verziju velikim naporom odgledala prvih pola sata a previše pu pu povratilo ,umetnost,NA
 kakav film jebote reci ostao po istinitom dogadjaju snimljen odavno film ostavio ovako jak utisak cista desetka preporucujem svima,umetnost,NA
 moždahoće izlazi srbiji film fightersa volbergom bejlom,umetnost,NA
potpisujemo napisao virtual serb,umetnost,NA
 gledaoa voli takve filmoveneka obavezno pogleda pitanju navijacipo najbolje uradjen film ovu foru,umetnost,NA
 ghost writer polanski daљe tema narocito aktuelna hipnotide atmosfera ivici obzira sledećem kadru ocekujed provalnika sekretaricu onog cije ime spomiњe roman tog poљa tice nepogrediv juen standardno faca brosnan a olivije vilijams stigne vrućina,umetnost,NA
dakle filmovi crimes misdemeanors odgledah bolji annie profesor pregotivan mogla gledam slusam satima prica tetka kuci oftamolog odrastao takodje prekul zanimljivo jako oftamolog zaplete sopstvenu mrezu ugazi sopstveno govno ljubavi predje mrznju ravnodusnost vreme anestezija otupi coveka realne stvari preporucujem drugi film exam neobican istripovan takodje pokazuje stvari jedna drugom kotrljaju lako pogresnom smeru preporucujem,umetnost,NA
eni romanticna komedija zapravo poređeњe gledao nekoliko dana vudijev mec point skoro preslikana prica krajms recimo noviji nikako dopao volim vudi prezentuje film snimio duraku ,umetnost,NA
e ni dopada match point,umetnost,NA
gledah vudija evriting gous jedno mesec dva nekako prepun stereotipa rađen po formuli mљeh dojmio,umetnost,NA
 film baci link mislid eniting els,umetnost,NA
aaaaa zajebah popio dizvined mislio vadevr vrks ,umetnost,NA
drugi film exam neobican istripovan takodje pokazuje stvari jedna drugom kotrljaju lako pogresnom smeru preporucujem nekiali poentu,umetnost,NA
ljudi crnom matriks film lara kroft sf filmovi,umetnost,NA
 nekiali poentu exam ja nađem adekvatan prevod tražio titlove engleskom problem čitam nezgodno slušam pohvatam prevod srpski engleski javi,umetnost,NA
 edit cule linka trebalo radi inece verovatno mod nađed titl ti ,umetnost,NA
zavisi odakle skinuo ja podnapisa ista verzija film skinuh isohunta,umetnost,NA
pogledah crtani megamajnd link imdb ja oceњujem totalno simpatican crtanisvaka preporuka,umetnost,NA
cullehaha ja prevod ,umetnost,NA
 uvredim onoga nahvalio govno crnog labuda ,umetnost,NA
pogledajte red bruce willis morgan freeman john malkovich,umetnost,NA
 uvredim onoga nahvalio govno crnog labuda totalno pravu,umetnost,NA
balkanski spijun maratonci skoro starije domace kinematografije saw harold kumar forest gamp kraj misljenje expendables film zesce govno preporucujem nikom gleda posto ce izgubi drgocena sata zivota ja izgubio,umetnost,NA
 preporucujem robina huda,umetnost,NA
a zaboravih napomenem ,umetnost,NA
dakle film isprva jasno način komedija film unikatan gledam youtube tek min toplo preporučujem zaista drugačije nadam film kraja razviti st cent đubre sirenom dobija noge ide spava prinčeve glavni lik ubica karaktera scenario dijamant bill murray dostojan slave edit negde pročitao youtube nedostaje poslednji deo solidnog linka,umetnost,NA
 towelhead vrlo zanimljiv film humorističan način bavi pedofilijom međuetničkim odnosima mirnom midlklasnom američkom predgrađu inače režirao adaptirao scenario isti lik piso scenario mendesov american beauty,umetnost,NA
ovako moji favoriti logans run valjda old school sci fi šmek privukao odgledam film gledao puta jednostavno zabavan uživam filmovima distopiji dark star uf film uhvatio nekoj lokalnoj televiziji klinac tražio naziv filma godinama normalno slučajno nabasao film meseci pocepao smeha film niskobudžetni mator jedno izazvao toplinu mog srca soylent green distopija zašto primam film kul equilibrium fancy nerealni okršaji a priča društvu osećanja vrh a boy dog dialozi između protagoniste njegovog kera fenomenalni v vendetta film prosto obožavam gledao puta približio star warsu po broju pregleda thx film ostavio isti osećaj mučnine pročitao preporuka ,umetnost,NA
 gotivim kakve filmove kraљevima princevima kurcima palcima kings speech nekog razloga gotivanprvi ovogodidњih kandidata oskara dopao,umetnost,NA
au kakva filmcina stomak zaboleo smejanja bukvalno nijedne sekunde film dosadan preporuka ljubitelje crne komedije obavezno pogledati,umetnost,NA
gledaju brus lijevi filmovi stavio torent radi glavni trimovao cak norisa,umetnost,NA
brus jebač keve on mama tata baba deda norisa,umetnost,NA
 љubiteљ pixar studija dva filma gotivna obicne klide price istina vrhunske animacije ratatouille wall·e up ok pocetak ostatak filma dopada,umetnost,NA
kostja nisi prave ubedljivo najjace crtane podseti pogledam dva up slazem toy story vrh predlozi dobar,umetnost,NA
kosakumbilo jednom americi naravno nasi filmovi mala nov sisanjepogledajte gauopste los,umetnost,NA
doaako voliš crne komedijpod hitno gledaš men who stare at goats potpuno iščašen film,umetnost,NA
hoodlum preporucujem toplo laurence fishburne tim roth andy garcia kus dalje edit vidim spominju filmovi velikog velikog lija jedini film ostavio dobar utisak njegovi filmovi ong bak dela ja stvarno frajer bije nerealnije film kevu,umetnost,NA
coldfire cuo solidne preporuke how train dragon stavљam skida proverim al pixar ov film fighter ok filmchristian bale kevu odigrao lik bivdeg boksera zavisnika pomaže trenira brata edit toy story svakako boљi dvojkedobar skoro kec ,umetnost,NA
 dobar crtacistinita prica pogledati trejler,umetnost,NA
 meri end maks najboљi crtać gledao ,umetnost,NA
musssashe ovoliko preporuku prejeben crtać gave us relativesthank we can choose our friends,umetnost,NA
film zove najbolji film odnosno sfrj film njanjavo završava dobar posto ste gledali najbolji klase vojnoj akademiji inače beograđanin zapuca trebinje radi akademije tamošnjoj kasarni išo vojsku film zanimljiviji ,umetnost,NA
musssashe neba retkih filmova kojih osecam procitao knjigu much has happened since last wrote except my manslaughter charges lotto win ivys death when was young invented an invisible friend called mr ravioli my psychiatrist says dont need him anymore so he just sits in corner reads,umetnost,NA
montevideo bog videomalopre pogledao film uzmemo danadњe staњe filma odlicanpreporucujem,umetnost,NA
vauuu kakva fimčina kings speech ,umetnost,NA
amores perros filmcina ,umetnost,NA
 hours fali mu dosta dobar film onako zanimljivima gotivnu priču srećno odrađenu,umetnost,NA
topla preporuka black snake moan justin timberlake upropastava film samuel l jackson vadi,umetnost,NA
buried dobar film exam svideo,umetnost,NA
 avengers mislite oće nekog kurca imdb informacija ,umetnost,NA
 mechanick ,umetnost,NA
 angry men ikiru pogledajte budete imali vremena necete pokajati,umetnost,NA
turista glumci žvaka radњa prakticno postoji gledati slucaju patњe nejebice glumi matora anđa inglorijus baestrds jako dobar smrt fadizmu tajp filmcić dvoiposatni dodude slabijim stomakom tarantino režirao eto cega,umetnost,NA
 hurt locker dobar dajem mu gluma vr,umetnost,NA
 mali gledao filmne zove radњa ide ovako vijetnamamerikanci povlace cekaju helikopter pokupipod tedkom vatromhelikopter stiže ukrcavaju lik uspeva jednom rukom drži helikopter visi vazduhuњegov najboљi drug drži pokupada podignei pљas ovog visio strefi metak glavukasnije ide scena popio metak glavu živ mu mozak sjeban ostao nivou deteta preddkolskog uzrasta pocetka uci ponada dete vrtićaali on gromada coveka jak bik a ponada dobroćudno detenceњegov ortak brat secam odlucuje brine њemuuci kocka palacpovremeno rvu pusta pobedinekako baja pobio nekima pobacao lik kontaktira bori kavezu nećelik pitao kavez nekako prvovali sjebani glavu veći њegovog cuvara pita bori kaže pobeđuje zrelijeg ortakapodto menačer glupi video sjeban otme namesti mu fajt kavezuon naivan pružio ruku protivnuku smedi mu a raspali posred kvarњaka udarad lepo ubije gaonda trebalo bori ortak nalazi uleće ring umesto њega poeđujedaљe sećam eto ovoga zapamtio ime filma odgledam nekih godina,umetnost,NA
 nicemu nado ,umetnost,NA
 gledao jod film ludacki skroz a ovakvom ekipom ,umetnost,NA
 zasto ,umetnost,NA
film jeste sraњe jako zabavan a poenta jebed filozofiraњe ,umetnost,NA
gledao ja godina sećam pinku ,umetnost,NA
 gledala film pomerio temelja preporučujem preporučen,umetnost,NA
 sati los pogledati,umetnost,NA
 jod sem misli scena tog ratnika odigrava konacna borba buliwyf herojski pogine jedna najvećih oda casti junadtvu vitedtvu buliwyf dominira kakva velicina coveka,umetnost,NA
bulvaj carčilo žrtvuje čoek druge svjesno smrt zarad ispunjenja svog zavjeta car,umetnost,NA
 mechanic los pogledajte red vole romanticne filmove pogledajte life as we know it inace freak tice filmova ,umetnost,NA
volim film svaka scena super a narocito sinoć pogledao rimejk noći vedtica krd boљe iskoristili kintu naprave obican horor lakde gledaњe cak muzicka tema dosta izgubila jezovitosti original ,umetnost,NA
bejah festu jucer gledao video ćavola azijatski torcr triler litrima krvi podne nacin zapocne dan film korejski podseća oldboja cak glumi isti lik onako dejan cukić pokoja dobra scena fin kraj al film tematski izlizan a izvedbenski prosecan,umetnost,NA
lucky number slevin najboljih filmova gleedao inače najbolji glumac christian bale heath ledger naravno nekada ,umetnost,NA
 savrsen ,umetnost,NA
 stejdn,umetnost,NA
 serenity film odličan dodiruje veoma osetljivu temu kontrole ponašanja ljudi uz pomoć biohemije mozga zašto osetljiva postoje dosta različitih vrsta parazita isključuju instikt ka samoodržanju naj poznatiji primer toxoplasmosa gondii tera pacove budu pojedeni parazit razmnožavao crevima mačke fora ljudi jeste zaraženo toxoplasmosa gondii parazitom kojim slučajem parazit evoluirao obuhvati ljudsko ponašanje došlo belaja veoma sličan primer ovom filmu happening film preterano dobar dovoljno interesantan drveće način počinje proizvodi spore polen izaziva identičan efekat toxoplasmosa gondii ljudi sama pomisao nekom nivou postoji sila promeni ljudsku svest ponašanje užasava ljudi gladni kontrole verovatno finansiraju projekte efekat militarizuju stvore društvo pod totalnom kontrolom najgore materijal preobražaj ljudi izazvao nalazi našem mozgu,umetnost,NA
kolko ja cuo sereniti isplati gledati ranije nisi odgledao seriju mu prethodi fajrflaj,umetnost,NA
serija dvanaestak epizoda serija odlična čudi napravili gomilu nastavak obzirom velika gledanost,umetnost,NA
wojtek bejah festu jucer gledao video ćavola azijatski torcr triler litrima krvi podne nacin zapocne dan film korejski podseća oldboja cak glumi isti lik onako dejan cukić pokoja dobra scena fin kraj al film tematski izlizan a izvedbenski prosecan fest gledao između gomile drugih fali mu poetika nasiљu odnosu ostale korejske biva duhovit trenutke a pokoju dobru scenu fin kraj sasvim dovoљno dobar ostalog preporucujem covek zvani hrabrost posledњi cirkus,umetnost,NA
al ste mu dali po filozofiji jod ja ispao neozbiљan gledam teda,umetnost,NA
 takvi filmovi teraju razmidљaњe,umetnost,NA
 pornići teraju razmidљaњe cak danima drže gledaoca pod utiskom ja pametne filmove volim banalizujem ucini proseravaњe predlo granicu ,umetnost,NA
 ovi preporucio pametuju korejski dpanski prosto zabavni a tru grit prosto lep l tema anti preporuku vidim najgori film prosto zaslužili nađu uzgred vudijev novi film veoma zabavan noooot lllll,umetnost,NA
e a zove novi vudijev film reče drugarica dobar zaboravila naziv,umetnost,NA
upoznaćed visokog crnog mudkarca zove film nidta posebno momente inteligentan simpatican,umetnost,NA
 ljubavna tematika l rekla simpatičan ,umetnost,NA
svideo banderas znao jeste љubav on boљe,umetnost,NA
cim snimљeni њujorku vudijevi filmovi gube magiju,umetnost,NA
 banderasa kaže simpatičan film,umetnost,NA
ma dalim pogledaj ostavi utisak kupi netu,umetnost,NA
 opušteno pogledam nemam vremena ostaviću utisak preporučiš,umetnost,NA
 mislid fest a eto tri postavio prethodnoj strani tedko preporuciti nekome znad voli,umetnost,NA
aha videla ma faksu komantarisali filmove festa a ja pitam ,umetnost,NA
 cem a ti studirad vezi sedmom umetnodću,umetnost,NA
 ni blizu imali govornu vežbu filmovi tema,umetnost,NA
 gledao novi film braće koentrue grit vredi gledati,umetnost,NA
vredi gledati nemoj ocekujed fargo lebovskog,umetnost,NA
ok pitam čuo zasrali predhodnipa reko smeće ,umetnost,NA
pamti iko trve kvlt ,umetnost,NA
 gledao film vesa krejvena ok prva liga gledaću ponovo,umetnost,NA
 gledala film pomerio temelja preporučujem preporučen odgledah upravo storma necu ti zameriti nisi ti kriva ja glup slusam svakakve preporuke plus ponela visoka ocena imdb film esencija gluposti nerviram odgledao krajasatro preispitivanje cele istorije sveta smucilo los predvidiv stavio listu najgorih filmova sigurno top najgorih,umetnost,NA
ja idao daleko nazivam najgorim filmom ikada ni svideo povucen silnim hajpom gomilom preporuka ostalim sraњima a kraju ispade dosadњikav filmić interesantnom idejom,umetnost,NA
 najgori ruzicasti flamingosi neprikosnoveni pretencioznost mitomanija originalna ideja osim pocetneocajan film budzet filma dinara ktitor uplatili gluma ocajna kamera losa desava jebenoj sobi kapiram uopste uspeh ovog filma,umetnost,NA
flamingosi prvi put gledao nežnoj dobi cetrnaest a drugi put dve nedeљe razumem video moram priznati film potpuna pizdarija dojajan gleda pjan drudtvu,umetnost,NA
dakle film tj filmčina gledao dan jasno ranije pogledao zasigurno najbolji film gledao poslednjih godina gledao obavezno pogleda obzira žanr volite a volite odredjene žanrove prporuka tj filmova gledao zadnjih dana svideli akcija volim žanr solidan film vredan gledanja odličan film volite filmove tipa dve čadjave dvocevke sneč svidće vam triler sasvim dobar film zanimljiva tema dosta konfuzan dobar film drama odličan film jako dobra priča obavezno pogledati čudan zaplet dosta dobar film vredi izdvojiti tih sata solidan film lošem pandur kome život pun obrta kockarski filmovidrama film kritika ispljuvala svrstavan najgore najgorih ovom podžanru ja morao odgledam video zašto pljuju film iznenadio film jako dobar odličan mog društva pogledali film slažu film jako dobar obavezno pogledajte sjajan film liku obe strane sklonosti ka kocki pogleda romantičnidrama dosta dobar film pomalo težak praćenje dogadjaja vredan gledanja dobar film nadam vam svideti filmovi ,umetnost,NA
 težak zanimljiv film dobar deo filma gledamo oka glavnog lika doživeo nesreću ostao nepokretan a ni govoriuprkos svemu počinje uz pomoć doktora piše knjigu,umetnost,NA
el gledo serijal ozbrutalno sirovo voli tematiku zatvora nek pogleda,umetnost,NA
definitivno najbolji film po legendarni fight club tezak razumevanje poshto razume postaje mu omiljeni,umetnost,NA
kostja dobar film pogledaj nisi slicna tema laki gledao emitovali bk televiziji razmisljam skinem gledam secam silingerao rajlija ostalih odlicno skoro gledao bornovu trilogiju najjaca zanimljiva gledanje millers crossing dobar film,umetnost,NA
coldfire fala al nameru ,umetnost,NA
filmcina ,umetnost,NA
 nekoliko preporuka klasika skoro odgledala angry men low budget film odlican scenario some like it hot clue reservoir dogs usual suspects preporucim postoji odgledao oxford murders pi uvrnut zanimljiv film final destination house of exam preporucio teme cini los film inside job dokumentarni domacih tajvanska kanasta turneja profesionalac ,umetnost,NA
ljudida gledao engleski film dva delamislim zove sata vencanjea drugi sata sahranabar nasi preveli rts ujako svideo a nadjem pod tim nazivom nigdepomochvala,umetnost,NA
najgluplji film ikad snimljen taking woodstock cuo snimljen film woodstock festivalu morao skinem odgledao mater sramota film radio debil vidio drogu hipije opisao debilne narkomane glumci pokupljeni ulici,umetnost,NA
 veciti filmofil pogledao gomilu najglupljih standardnih klasika dobrih filmova a pomenuti prica zivotu lovi balkanac pogleda fino zajebavat tuđom lovom ratna drama vrijedi izdvojit minut također ratna drama rat novijeg doba najboljih animiranih filmova ikad najbolja drama kombinacijom brad pitta morgan freemana vam nemam kazem pogledajte niste prihvatam preporuke dobrih filmova puno puno dobrih ,umetnost,NA
 film neprijatelj domace produkcije dostupan download ,umetnost,NA
wwwdowhymekeytocom,umetnost,NA
uuu on okurazio pojeo jutros papicu mu digao ide proziva po sajtu nastavis bezobrazan posmatraj svoj odlazak odavde klinci ti kratak rok trajanja savjet prestanes radis medju moderatorima dobre prijatelje ce banuju sitnu rijec a moraju objasnjavati zasto takodje ktitore napisati komentar a pise ime uvrijediti moji moderatori lako banovati upozoravam uozbiljis tvoju ip adresu ti jasnije,umetnost,NA
 brutalno mentalno vizuelnofunkcionisanje čoporatj društvavešto povučena paralela između životinjskog ljudskog društva trebaju dosta debeli živci odgleda krajanije film nedeljno popodne maestralna gluma gl ženske glumice,umetnost,NA
ti slobo poceo provokacijeja zabavim komuniciram ljudima iq veci sobne temperaturekao npr tiuzivaj sajtu prekini spamujes posta uvrede ljudi nit znaju doticuuzivaj,umetnost,NA
drugar vrijedjaj iq umoljavam cu morati tresnem orkanskom kiturinom,umetnost,NA
nebo nad berlinomjedan najomiljenijih,umetnost,NA
natural born killers tarantino vudi harlesen totalni manijak ,umetnost,NA
natural born killers ,umetnost,NA
 forest gamp najboljih filmova svetu jebeš mu mater film ,umetnost,NA
prolećeletojesenzimaprolećeisto,umetnost,NA
 mog saveta marya dee kingpin,umetnost,NA
fala pajkokingpinhmpoznato ,umetnost,NA
e gledao onu milenium triologiju girl dragon tattoothe girl who played fire girl who kicked hornets nest cuo jajapa skinuopa cujem utiskei skinuo el auraargentinskiisto kazu odlicana obzirom prosli argentinski dojajanonda cu pogledati sigurno odlican argentinski a ovih odozgo ,umetnost,NA
mrzi gledam ceo thread pomenem dva filma verovatno listi sideways dramakomedija oskar najbolji scenario kontrol dramakomedija madjarski film prijatno iznenadio film prati grupu kontrolora budimpestanskoj podzemnoj zeleznici celokupna radnja odvija iskljucivo dole veliki plus filma muzika celokupna atmosfera,umetnost,NA
kontrol plus ,umetnost,NA
blade runner harrisonom fordom odiseja svemiru stenlija kjubrika paklena pomoradža stenlija kjubrika isijavanje stenlija kjubrika jack nicholsonom matrix kianu rivsom apokalipsa martinom šinom marlonom brandom južnjačka uteha lovac jelene robertom de nirom jednom americi robertom de nirom čovek hteo kralj šon konerijem majkl kejnom odavno mrtav džima džarmuša johny deepom betty blue beatrice dalle zandali nicolas cageom basic instict sharon stone majkl daglasom lepotica zver francuski crno beli jaganjci utihnu ser anthony hopkinsom petparačke priče quentina tarantina bruce villisom john travoltom sedam bred pitom boja purpura stivena spilberga vupi golgberg galipolje mel gibsonom maratonci trče počasni krug slobodana šijana peva slobodana šijana ubistvo predumišljajem sergejem trifunovićem bure baruta vojom brajović između ostalih banović strahinja radetom šerbedžijom,umetnost,NA
blade runner ever ovi noviji filmovi pored milionskih cgi efekata pokriju usima poredjenju tim blade runner prikazan antiutopijski futuristicki los andjeles,umetnost,NA
gledao montevideo bog ti mater kažem radio nekom gradilištu džabe dana naterao dva sata gledam ovu splačinu filma suštini visokobudžetni voli zvezdu dobrom produkcijom kamerom fali gordan kičić ugođaj crnji scene fudbala žongliranja jajeta totalna transferčina blama kulminira glas pevaju bože pravde a nesrećnom mimi karadžiću pođu suze oči bjelogrliću nabijem jedina dobra stvar crvenokosa pokazuje dupe sise ,umetnost,NA
ja gledao prvih minuta montevidea iskљucio daj scenu dupetom sisama jutjubu cenim vredi odgledati,umetnost,NA
jedina dobra stvar crvenokosa pokazuje dupe sise ni druga bacanje lako bismo izdelili saglasan filma loš tema zahtevna pičku materinu a fudbalica odrađena ok nekako izgleda retro način igraju jajetom jeste smešno išlo prilično selektor predstavljen čovek juri goluba radoja zove po krovovima inače čuburom sviđa činjenica film reklamiran zvona sjebao gledanost jebene zone zamfirove pravo filma montevideo mleko činjenica pravi poznavaoci filma mobilisali ispljuju mejnstrim loše po difoltu e loše msm ni ja svršio gaće film sasvim redu,umetnost,NA
volim ja čuburu al mu mater čudan ukus verovatno loše morao impresije iznesem ždrepčeva svrši tjubu ceo film po partovima po min recimo sisa trebalo iskoči negde između parta,umetnost,NA
 bacim pogled,umetnost,NA
 saglasan filma loš tema zahtevna pičku materinu a fudbalica odrađena ok nekako izgleda retro način igraju ovim skroz slazem duse retro scene nacin snimanja fudbalskih scena blago sluomousn onom muzikom pozadini podsecaju stil gaja ricija e loše msm ni ja svršio gaće film sasvim redu ,umetnost,NA
montevideo film skroz ok urađen tiče glume režije poprilično poigrali istorijskim činjenicama značajno narušava autetičnost same priče glavni lik tirke filmu ulice doveden bsk karijeru počeo upravo rivalskoj fk jugoslaviji snašao glupo prekrajati istoriju napravio sladunjav filmić ljudi lože puštaju suzu pogotovo nemaju puno saznanje tome zapravo desilo fer ni prema ljudima stvarno postojali ikone svog vremena čubura rulez ok,umetnost,NA
 moderne amazonke,umetnost,NA
 domaći radnja dešava godini izgleda nušićevski napisan scenario nušića prvih filmova velikih glumaca pavle vujisić čkalja milan srdočgreota ovakav film zaboravljen a govori politici srba,umetnost,NA
 prestige ,umetnost,NA
 ghost writer ,umetnost,NA
 komedijacrni humorvrlovrlo iščašeno elvis jfk totalno sjebani staračkom domu borbi protiv mumije,umetnost,NA
 zove film lik svoja klona a њegovu osobinu pojacanu on želi sakrije žena provali iko,umetnost,NA
 misliš ,umetnost,NA
toblagodarim,umetnost,NA
gledajte filmove ostavljam remek djela d departed ,umetnost,NA
 voli prebolesni apsurd preporučujem lynch a slučaju nekog smorili filmovi engleskom ,umetnost,NA
un prophete francuski film remek delo kriminal zatvor žilet ustima droga arapi korzikanci trpanje dilovanje skido delova vredelo,umetnost,NA
 skidam odmah vidim kakav ,umetnost,NA
zanimljiv film ja volim jebu mozak tipa prestiž shutter island hanibal trilogija ,umetnost,NA
 nazvao ljubavnim filmomšvedskidivno depresivan šokantanmoj favorit zadnjih godina,umetnost,NA
ja potpuno neimpresioniran tim filmom zacudjen visokom ocenom los debelo precenjen,umetnost,NA
 ganisi prvi koga čujem kritiku film poprilično neuobičajen ti svidi nemene razbio totalno ljubitelj tog žanra a ocenijvanje imdb vrlo upitno,umetnost,NA
brda oči prvi svideo drugog,umetnost,NA
alkaloid skidam film vidimo vredi sutra podne javljam utiske liči ok,umetnost,NA
ja potpuno neimpresioniran tim filmom zacudjen visokom ocenom los debelo precenjen e skpiram planetarno odudevљeњe filmom jedino odskace jeste dojajna gluma decurlije,umetnost,NA
 neuništivo smešni will ferrell,umetnost,NA
 ajd pogledaću veliku većinu neamerickih teme pogledao po opisu sluti jod jedno emovampir sraњe,umetnost,NA
 way back odlican,umetnost,NA
 jak utisak ostavio film pink floyd wall tužno jezivo vremefilm nosi poruka preporučujem preporučujem preslušate album gledanja filma ,umetnost,NA
oduševljen zadnje vreme nekim filmovima nasumice birao videoteci npr parfem adjustment of bureau pakt vukovima francuski drugih ovu oduševilithe prestige final destinationforest gamp mnogi drugi ,umetnost,NA
čeri megvajer gej delova riz viterspun koncept њegovog preobražaja sraњa jebeno dobra plus ludi crњa dou d mani,umetnost,NA
ja pakt vukovima gledao otprilike iste godine izadao otprilike tada vaљda peti desti razred drug klupe iznajmi film zajedno gledali њega vhs žao uhvatili indijanca mucili scena francuz nađe lidću ,umetnost,NA
 jednog mog predloga video reklamu tvu al vremena gledam a slabo gledam tv skinuo kompu odgledao dobar ,umetnost,NA
exit through gift shop prvi film street artu prvi film kojem pojavljuje banksy pogledajte trailere šteta pogledati ,umetnost,NA
divan cedki film ,umetnost,NA
divan cedki film čeških filmova lik plaća ribama javnosti jizzu kolko oćeš šatro plati ribi prvi put vidi pristane njim nađu dešava pov formatu point of view siromašni gledalac kući osećaj on ribu a ustvari drka film slabo čitam knjige razumem češke romane,umetnost,NA
vid uzo oskara kite zlatom mećed peovea dovoљna nagrada trećina okalahome prospe seme rukobluđu gledajući keli ustvari zove martina dudla brajanovu janovu pidu,umetnost,NA
e off topic al zanima internetu nađem epizode čeh slabim engleskim trpa ribe pošto najveći fetiš a youjizz epizoda a osim yjzz ni sajtove tog sadržaja a kvalitetni,umetnost,NA
 nemoj naslov zavara predobar danski triler holivudske patetike drzi paznju pocetka kraja inace danci jebu kevu pogledao film dopao svakako nemojte propustiti,umetnost,NA
dokaz francuzi nemaju osrednjih filmovaili jebu kevu useru ,umetnost,NA
odgledah džon malkovič film zdrav mozak dobar gledao pod hitno,umetnost,NA
 ime ovog filma tražio jedno dve po nedelje tek našao ponovo emitovali ok film edit film veoma niskobudžetni čini uz movie pretrage uspeo nađem,umetnost,NA
 čeških filmova lik plaća ribama javnosti aman naravno ,umetnost,NA
 čeških filmova lik plaća ribama javnosti hahahahahah carski rocknrolla najbolji film gledao poslednjih pola godine delom dobar delom jedini gledao,umetnost,NA
rokenrola arči,umetnost,NA
limitless preporučujem ,umetnost,NA
a ja radњekoja nid posebno fantasticnih kostima,umetnost,NA
shooter jeben muvi vrijedi gledanja hd,umetnost,NA
 preporucujem,umetnost,NA
 dva filma jebu,umetnost,NA
zlocesta pufnica preporucujem glorfindel dva filma jebu ,umetnost,NA
 legendarni filmovi pogledajte,umetnost,NA
 daleko deijeg filma,umetnost,NA
doa ladno dejan cukic glumi d,umetnost,NA
ladno dejan cukic glumi d dejan cukić ,umetnost,NA
gone baby gone iliti takvo nesrecno sklepano govno filma previse gej herojem previse uputstvo upotrebu glupe amerikance scenario osecala citam uputstvo upotrebu hot dog kifli izmisljam zaista pise open hot dog bun spread yellow mustard on each half add ham cheese close bun remove toothpicks scenario teska nebuloza poznati cenjeni detektiv rizikuje ceo zivot ukrao random dete umesto lepo usvoji cigance a devojka glavnog lika ostavlja ljubav svog zivota vratio ukradeno dete svojoj majci a pritom glavni lik inace picka pola zenskog glasa a pola deteta godina a izgleda unajmljen trazi kidnapovano dete dobar narodom poznaje dosta ljudi etc a filmu boze mili cuda velikoga dvoje ljudi gledaju najgoreg nuba kajem potrosih vreme ovu telesnu izlucevinu ,umetnost,NA
jes scenario nerealan al fino zakomplikovade moralna dilemica kraju zakukuљena kejsija afleka tice jebiga nepotizam stariji bata povlaci konce on veliki režiser inace obojica odrasli tom delu grada kome dedava film benu verovatno cinilo prirodnim metne burazera glavnu ulogu kejsi aflek lod glumac al stvarno deluje smedno kurci ćelavim fajterima onoj sceni baru,umetnost,NA
jedino moralnu dilemu priznajem nekako sakato zakomplikovase zar totalno providno lupam plavooki pajkan lagao godina iskustva policiji morgan dete vodi opusteno umesto ju sakrio,umetnost,NA
istina drudtvo ja provalili kraj pola sata al bacali jod raznih mamaca film razleteo strane po ovako ostaje polu interesantna krimi drama vredna preporuke al eto rediteљski debi bena afleka snimio jod film town nijansu boљi glumi mlađi burazer ,umetnost,NA
 jesi video ocene rotten sigurno afleka gledala town,umetnost,NA
 pogledao ben aflek nih miљenici kritike pљuvaњe pitaњu kejsija obožavaju hvale duh њihovog kraja verno prenesen fil izuzetno veran kњizi po kojoj rađen kritiku pogodila trunka dubine filmu aflek režirao,umetnost,NA
a gej lobi kontam kontam,umetnost,NA
gledah nekromantik gledao volimrzi film,umetnost,NA
ja gledao town skroz prosjek pogledao a kejsi radio finiskom dokumentarcu njegovom fejk povlačenju gotivim ,umetnost,NA
dube kakav dokumentarac crce disk minuta,umetnost,NA
 dobar ja mislio povukao javnosti ni poslije filma jasno vrati glumi najžešće utripuje reper odnosno odluči postane rep zvijezda ide p didija dedija lik mijenja nikove non stop šona kombsa snimi demo neugodnih situacija gledaoca ovu transfer blama dobar film,umetnost,NA
ma glumi pravi dokumentarac neugodno ti ovi decaci goli m,umetnost,NA
ma jok on repao skroz blam a neugodno vidim likove gole gledam dan neugodno,umetnost,NA
dakle ugodno ti ,umetnost,NA
pokušavam sjetim scena pitanju im dolaze kurve a mlate kokainom ugodno neugodno p,umetnost,NA
