"post","tema"
"пиво! на празан стомак... славим отказ! и боли ме курац, ударило већ! а желудац крчи мајку му јебем","drustvo"
"Bravo Leprikone. Tako treba. Ubaci nesto u usta, cisto da ne povracas samo vodu, tj alkohol. UDRI!","drustvo"
"Ribe u paradajz sosu, kornišoni, masline sa paprikom(puno) i zeleni pesto preko svega. Leba od svakakvih neki zrnevlja...

Ne mogu više da jedem meso i sira, zaludeo sam od toga...","drustvo"
"Kurde nastavi tako i pašće ti imunitet, Nači meso, nači jaja... :)
A sa pasuljem mi neki kuvar reče da je tajna promeniti što više voda, i onda nema prdenja.","drustvo"
"Kurde brate. Ti samo bogato a? A mi obicni smrtnici samo suljpa, i to je to. :)","drustvo"
"Ma ovo je daleko od bogatog...al ne mogu drugo. 
Mislim da je cena ovog mog sadašnjeg obroka max 1.50€. :-)","drustvo"
"Znas sta je dobro. Podvarak. To je dojajno. Uhhh. Malo spicis love, ali do jaaaaajaaaa. 
http://zena.blic.rs/data/images/2010-04-25/6882_podvarak-01-foto-Vladislav-Mitic_if.jpg?ver=1272198727 Da se ne lazemo. :)","drustvo"
"U šta spičiš love? U podvarak?","drustvo"
"Znači, dinsto sam luk na maslinovom ulju, turio bijela vina, turio suljpa iz konzervu, turio papriku suvu, ljutu, iz Leskovac, eno ga sad krčka, da se to zgusne (jbg, ne koristim ni brašno ni gustin ni zaprške, nikoji kurac, samo prirodno), pa ću na sve to paradajz pirea, malo, čisto d'oboji... Pa ću sve to da jedem s integralnom rižom i parmezanom!

JA FJUZIONIŠEM KUHINJE I UTICAJE!","drustvo"
"Ja se nešto pokačio sa kevom.. Verovatno neću ništa jesti onda.","drustvo"
"Ja se nešto pokačio sa kevom.. Verovatno neću ništa jesti onda.

Dobro je dok ne biju.","drustvo"
"deky_aod
Rebarca restovana u tamnom pivu.

Деки, џабе, кобасица пржена у тамном пиву са љутим парадајз сосом и пилснер уркел јебу. И наравно бесплатне переце...Јебено је само што се услуга плаћа. Пивница, где сам јео, је близу продавнице пилснер уркел, мало пре Карловог моста. Иначе, 340 круна буре од 5 литара у њиховој радњи, и још плус добијаш гратис пиво 0.5. Препоручујем :)","drustvo"
"isto što i prethodnih mesec dana, isto što i narednih mesec dana - kiseli kupus na milion i jedan način.... ali ruku na srce, obožavam kiseli kupus, tako da se ni najmanje ne žalim.","drustvo"
"Ја имам десет кинти па ћу данас да једем џема и бајата леба јер ме мрзи да зовем кеву да ми пошаље кинте јер ће да ме смара пола сата.","drustvo"
"jebač, da ti leb ne bude toliko bajat, uzmi samo malkice ga premaži vodom i metni u rernu na par minuta. bude ko svež (skoro) samo još bolji - korica bude hrskava, a unutra toplo, mekano.... pričam o hlebu.","drustvo"
"Pičku.","drustvo"
"Немам рерну.","drustvo"
"Joj al sam ojebo pasuljom, znači havarija. 

Mogo bi pojesti komplet sve sa tavom al' neću, čekam da mi riba dođe sa faksa pa da proba, da vidi kakvog će čestitog muža oženiti. A i usput će oprati suđe jer ko zadnji pojede - taj pere.","drustvo"
"Ево једем туњ и овсену пахуљу. После ћу да си закувам једну МИ ГОРЕНГ шпагету.","drustvo"
"defrinol","drustvo"
"Skocimis, kuRvaru :)

Ne znam, meni je bruka piletina u sosu od sampinjona, krem sira, senfa i vina.
Evo recepat:
Sastojci

600 gr. pilećih fileta
300 gr. svežih šampinjona
250 gr. krem sira
2 kašike senfa
2,5 dcl. belog vina
1 glavica luka
2 češnja belog luka
malo ulja
kašika maslaca
so, biber, 1 maggi kocka, pileća
oko 3 dcl. vode

za taljatele

300 gr. rezanaca
1 kašika maslaca
so, biber

Priprema

Na malo ulja propržiti filete, koje smo prethodno posolili i pobiberili, nekoliko minuta sa obe strane. Izvaditi ih, u isto ulje dodati kašiku maslaca, sitno seckan luk i beli luk i dinstati nekoliko minuta dok luk ne omekša. Dodati isečene šampinjone i dinstati nekoliko minuta dok ne puste vode i omekšaju. Dodati belo vino i posle minut, dva dodati sir i senf. Izmešati pa dodati i piletinu isečenu na manje komade i zacine. Dinstati nekoliko minuta, dodati i vode koliko je potrebno da meso u šampinjoni plivaju u saftu. Kuvati još oko 20 minuta dok piletina ne omekša i dok se ne dobije kremast saft.

Kuvane rezance ocediti i staviti u tiganj sa zagrejanim maslacem. Posoliti, pobiberiti i dobro izmešati i posle minut, dva služiti.
http://3.bp.blogspot.com/-RBAgOX_gZDk/UCvefU8YlII/AAAAAAAAEi8/1hWZcyiN-Lc/s1600/DSC07221.JPG Mozda je komplikovano, i malo kosta, ali bratelaaa. Dojajno.
Cesto volim i da obarim makarone, i samo sira puno cepam ut. Dojaja. Ali ima zackoljica. Mozes pojesti tonu toga.","drustvo"
"ima i onaj studentski recept za makarone.skuvas,dodas vegeta i pavlake,sve to izmesas i jedes.","drustvo"
"http://vukajlija.com/makarute/252041

REKLAMA, MINUS!","drustvo"
"to je jos i klot.pa makar nekog soka od paradajza mora biti...ako nista drugo.","drustvo"
"Da klizi. :)","drustvo"
"hehe
samo da prodje,ukus nije bitna.treba biti sit :)","drustvo"
"Умрите кметови.

https://fbcdn-sphotos-d-a.akamaihd.net/hphotos-ak-ash4/1990_10151175382066463_504789152_n.jpg","drustvo"
":Palaca jezikom:","drustvo"
"uh","drustvo"
":Palaca jezikom:
uh

:пружа пишу:

кекекекекекекекеке","drustvo"
"Parcove, naopako! :O Prekini..","drustvo"
"piiiiicu","drustvo"
"Ја ћу сад да метнем неке ловачке шницле у микроталасну :) јбг боље икад него никад.","drustvo"
"Hunting snicl :)","drustvo"
"Кметови грађани!

https://fbcdn-sphotos-e-a.akamaihd.net/hphotos-ak-prn1/s480x480/602822_488085414569180_95649476_n.jpg","drustvo"
"Dobro, ovo me ne pogadja toliko. To sada svaki dan gledam u pusnici :) Ali prva slika je, uh!","drustvo"
"Ja ću danas da zbrčkam makarone sa rokforom i bosiljkom...još 3 sata, a baš sam gladna!","drustvo"
"Bećarac i pržene kobaje. mmmmm","drustvo"
"Dinstana piletina i crvena corba S knedlama. AAAAAAAAAAAAAAAAAAAAAAAAAAA","drustvo"
"Стигле паре па сам данас имо за виршле. ♥
А можда вечерас падне и нека пљеска или грилована пилетина после пијанчења.","drustvo"
"yeah! Vrisle :D

Za veceru, GIBANICA! URAAAA URAAAA! :)","drustvo"
"Musaku, ja pravim.","drustvo"
"Ручавам курац карирани, нисам јео већ двајес, а можда и двајесједан сат, а имам у фрижидеру и џепу таман толико да спремим ово са почетка реченице.","drustvo"
"lazanje <3","drustvo"
"Sto ne odes u ""Narodnu kuhinju""? Al onu od Crvenog krsta, ne onu kod Milena pored pijace. Ima dobar pasulj 100%.

Jede mi se pasulj...mnogo!","drustvo"
"Позатварано све Курде, треба да једу ови Веркови, нема за нас сиротињу. :Д","drustvo"
"Pancerote, lazanje i lizanje maco. 

VEVERICE, NE DAJ SE!","drustvo"
"Биће граха, биће паризера накосо.","drustvo"
"Gala socijala. Kao i svakog dana.","drustvo"
"PARIZER","drustvo"
"grašak. i pola pitice što je đetetu ostalo.","drustvo"
"Ko Veverici odnese veliku pljesku sa kajmakom u roku od 20min, ja mu odaberem defku po želji!","drustvo"
"Ha, našo radnički kavijar iliti salamu dugmetaru, opaaa!","drustvo"
"Ćuti bre, vidiš da oću da te naranim! :-)","drustvo"
"Pasulj, treći dan. :D","drustvo"
"Курд, врати стари трејд марк главатар. Не збуњуј!","drustvo"
"Ko vam je kriv kad ne možete da dešifrujete QR kod... :-)","drustvo"
"Zato što ti je kod zbrkan ko pita božija :D","drustvo"
"Nije, samo je malo poduži tekst...:-)","drustvo"
"Žderaću sendvič sa piletinom i raznoraznijem prilozima. Čekam piletinu da sispeče, ima da bude MRNJAU!","drustvo"
"JEDEM SUTLIJAS I POPARU! DOJAJNO!

ZIVEO KORDUN!","drustvo"
"данас мусака","drustvo"
"Ništa. Baba opet pravi ono što tata voli.","drustvo"
"трљаницу, погачу и сир","drustvo"
"ljutu kajganu sa mesom i sa kuvanim kukuruzom
na šta li će to ličit'...","drustvo"
"Špageti sa meson, ništa nalik onim iz menze.","drustvo"
"Špageti sa meson, ništa nalik onim iz menze.

To je baba pravila.","drustvo"
"Vjerovatno je i meni baba pravila, došao sam kući sa faksa, neću biti probirljiv što se hrane tiče(mada bi bilo zgodno).","drustvo"
"Svinjski gulaš.","drustvo"
"Sta baba napravi, to ti je. Dodzavola. Danas krompirusa. Uh!","drustvo"
"трљаницу, погачу и сир

трљаницу, погачу

трљаницу

Jebi se Grofe! Gde mi sada to pomenu...","drustvo"
"Tri svinje su zaklane danas, hihihi.","drustvo"
"Ma kropmirusa. http://zena.blic.rs/data/users/0/0/14/14711/recepti/krompirusa_1b.jpg 

:faca Homera, dok jede krofne:","drustvo"
"A kakve veze uopšte ima?","drustvo"
"Батаки и пекарски кромпир и зелена салата и прејео сам се :)","drustvo"
"кромпир и месо, ко и сваки други дан","drustvo"
"Gulaš - paprikaš","drustvo"
"Овде се нико не храни здраво. :)","drustvo"
"Saću pohovati piletinu i neki pire, plus kupus salata.","drustvo"
"Krompir na pola brate, u LERNU! i luka i slaninice. Ajao sine","drustvo"
"prženi krompir i pečena krilca OPAAA","drustvo"
"Ipak nije pire, već pomfrit.","drustvo"
"Колко глупа тема.","drustvo"
"Boli.","drustvo"
"сад баш размишљам, бесмислена је ко и она шта слушате тренутно","drustvo"
"Samo što ovoj temi ne treba par minuta da se otvori.","drustvo"
"хахахахах, да","drustvo"
"Ima svojih prednosti.","drustvo"
"фишфингерсе и понфри","drustvo"
"Šta slušate trenutno?
Opšteprisutna tema na svim forumima diljem interneta. 
Omrznuta od strane viših kontrolora jer poprilično čačka i ujebava bogougodan tok vremena prošlost-sadašnjost-budućnost.To se dešava jer od momenta kad naš mozak primi k znanju pitanje šta slušamo trenutno pa do momenta kada mi smislimo neku mega kul pesmu koju ćemo napisati da slušamo (nije obavezno zaistinski pustiti je posle smišljanja mada većina ljudi uradi to iz kurtoazije) prodje odredjeni vremenski period tako da je odgovor stigao iz budućnosti a tema i pitanje sadržano u njoj jasno nose pečat sadašnjosti.
X član: Evo baš sad neki islandski rok otkrio sam ih pre par godina vrh su... 
Y član: Joj znam brate ja jutros malo Musorgskog i braću Rubinštajn znam da je malo čudno ali ja baš volim tu muziku. 
Z član: Trenutno sam na kubanskoj narodnoj muzici posle ću malo neki litvanski dens.

by Gvozdenovic (na groblje je ta definicija)","drustvo"
"kuvao supu od povrca da dodjem sebi od juce...
izdinsta se lukcine na malo ulja, ubacis gomilu povrca, roknes vode, vegete, bibera, ljute paprike, kima i tako raznoraznih zacina
a za glavno jelo sam krnuo salamu od pilecih prsa + kikiriki (umesto leba) i majonez","drustvo"
"Pazi ovo. Uzmes DUNST i sipas u neki tiganj, i dodas pirinac, vegetu i origano. Samo to.
Bude brutalaaa uz jos neko jelo, recimo piletinu, ali dinstanu. A moze i samo da se jede.
Za veceru, dusu dalo.","drustvo"
"Исто што и јуче хахаах :)","drustvo"
"Pile sa ražnja. U 3 počinje vatra da se loži moje je samo da odem.","drustvo"
"Кувам пасуљ.","drustvo"
"Danas neko meso i pomfrit","drustvo"
"не каже се помфрит него понфри","drustvo"
"Bila pilećina, grašak i krompir","drustvo"
"Danas radim, tako da se piče pereci i jogurt.","drustvo"
"gulaš","drustvo"
"Imo sa sarmu i pogaču!","drustvo"
"Danas leba i salame.","drustvo"
"Supa. janjetina, sarma, i kao desert kupus salatu.","drustvo"
"Upravo sam završio spremanje: glavcu luka i pileće bijelo meso na kockice prvo kratko propržijo da malo pobijeli a ne nako krvavo kao svježekasapljena džigara, nalio 2 dcl vina i 2 dcl vode, punu supenu kašiku kafe, ostavio da krčka jedan i po sat i ispalo ko bog. Ako se neko dok čita ovo stomakoizvrće zbog prisustva kafe, nek oproba, instant će se samopokajati zbogradi sumnje u istu.","drustvo"
"@celtic 

Moracu to da probam.","drustvo"
"сармаааааааааааа данас <3","drustvo"
"Sarmaaaaa. Nata4Milka, jel pravis sarmu od svinjskog mesa? Jel si probala sa teletinom :D ubiVa","drustvo"
"Brodet od mešane ribe i zalivam crnim vinom.","drustvo"
"ова сарма је мешано месо, нисам пробала само са телетином","drustvo"
"Ustao u 14h, a do 16:30 sam pojeo pet jaja na oko, 200g feta sira, pola litre jogurta, a za ručak 3 sarme s junetinom. Još malo pa ću opet nešto pojesti, neku ribu ili pileće belo.","drustvo"
"@proviron BOGATOOOOO :)

@Nara4Milka Moras probati. Uhh. Bruka je.","drustvo"
"Švinjetina i ruska","drustvo"
"srpska.umesto sunkarice,slanine.majonez i slanina,holesterol 0,dijeta 100 posto!","drustvo"
"Danas pivo. 
Sutra verovatno ceo dan necu nista jesti, posto cu spavati.
A prekstura, prvo sta vidim! :D","drustvo"
"Danas krenuo sa vinom. Od ranog jutra. Za rucak rostilj, i kiflice sa suNJkom. Za desert vinjace. Za veceru necu videti na oci, tako da mi svj.","drustvo"
"јој, как'у сам руску салату сад направила, оженила бих сама себе","drustvo"
"Jaoooj Vidrice, dobro si postovala da me podsetiš: ja kao vrsna domaćica sam iznela rusku salatu na terasu da se hladi, da mogu dodati majonez, i da ne bi ovog posta, ko zna kad bih je unela. lololo","drustvo"
"Jedem samerzbi čitav dan. Pojo sam jedno 15 komada, pjan sam ko tuta. Derem samo seljačku muziku preko jutubeta. Trebo bij peglat košujlu al oću kurac peglat samo mi još to fali.","drustvo"
"Hahaha. Zene samo rusku spremaju. :)

@Skocimis- I ja sam gotov. Pijem od 9 ujutru. Samo vino, iskljucivo domace. I sad je stigao rostilj. Uh","drustvo"
"Jaoooj Vidrice, dobro si postovala da me podsetiš: ja kao vrsna domaćica sam iznela rusku salatu na terasu da se hladi, da mogu dodati majonez, i da ne bi ovog posta, ko zna kad bih je unela. lololo

Isto to sam danas radila. :D Baj d vej, je l' stavljaš i pavlaku, ili samo majonez? Probaj da dodaš pola pavlake, il' cijelu, ako nisi ranije, mnogo je bolja, i blaža :)","drustvo"
"Чему блажа руска салата?!","drustvo"
"Jeb'ga, ove mogu da pojedem kilu, a one ne, majoneza mi prejaka bude.. :D","drustvo"
"CELU PAVLAKU! +1","drustvo"
"Završila i frižiderisala. Sad ću da uzmem deo u činiju i da dodam pavlaku, da vidim kako mi leži. Mada, ja ne volim krastavčiće ali stavljam, jer je red.","drustvo"
"Ja sam jeo praseće pečenje.... mmmmmmmm....","drustvo"
"one pahuljice za ovce. Keva me bojkotuje zadnjih meseci, pa kada nisam u Ns, samo to jedem. Osećam se vitalno u ti lepe.","drustvo"
"nudeln mit gemüse","drustvo"
"kalbsbraten mit kartoffeln
ako se dobro sjećam","drustvo"
"svinjska daća,klasika.","drustvo"
"uh, sarma i pecenje","drustvo"
"Vino i suvo voće, jer prošlo je vreme ručku.","drustvo"
"dve kiflice.","drustvo"
"Pileći file punjen crnim trubama, pršutom i mocarelom u sosu od nara i kabernea. Olala... Doduše, pre tri sata... Kao mali bio sam siromašan, eto sad se iživljavam.","drustvo"
"Hahaha @Valdemar - PISAJ PO SIROTINJI!

ZA VECERU SIRA, SUNKE, KOBASICE I VINA!","drustvo"
"Вечерас ручавам неку роштиљчину и отворен шанк, опааа!","drustvo"
"Ја сам јео исто што и јуче.","drustvo"
"Krnuo sam kilu vruće krmetine sražnja, pojo 4 pileće panirane šnicle, 3 teleće šnicle isto panirane, jednu karađorđevu, brat bratu pola kante ruske salate, usput smandrljao po litre karamuta, završio čokoladnom tortom, pa sad sliježem za drugu vrstu torte. I da, bre, 6 sarmi, kud to da zaboravim.

Odo dumrem jebo me otac gladni.","drustvo"
"Пица са кобасицом...
http://24.media.tumblr.com/tumblr_me0q6r97V11rhsj26o2_500.png","drustvo"
"Slane kiflice, štrudlu sas makom i malo ražnjića. :)","drustvo"
"A pivo Vučice? da progura tu hranu, da može više stat.","drustvo"
"Ma sok od multivitamina, bilo bi šampanjca da sam dobila na lutriji. :)","drustvo"
"Tako i treba, pa kad umreš da pričaju ""umrla je zdrava, svaka joj čas'"". :)","drustvo"
":) Ništa ez zrdave rane. :)","drustvo"
":) Ništa ez zrdave rane. :)

Daj gutljaj toga multivitamina. :)","drustvo"
"Izvoli. :)
http://www.tehno-ron.hr/galerija/velike/karibso.jpg","drustvo"
"da sam pjan i da mi neko da flašu ovoga, ja bi ga prosuo po kosu, liči se na šampon. Ipak se ja držim Koka kole s ledom. Bez alkohola. Pih...","drustvo"
"http://www.pivnica.net/ieNews/slike/n_1803.jpg","drustvo"
"bambus","drustvo"
"Ostavi se toga Skočko popi ženama svo piće. :)","drustvo"
"Ne idem nigde večeras pa mezuckam file ameriken, pršuticu, nekih tu raznih sirića, neke sosiće uz to, itd i tako to...","drustvo"
"Kurac ženama, krknulo je mene ovo uglavu momački :D","drustvo"
"Znam, probao sam to, ka sok a popiješ 2-3 počne da fata, i to dobro. Bile su i neke votke sa ukusom voća, ne znam ima li ih više, al one se skuplje bile, e to je još gore bilo, slatko ka šerbet a jako ka, pa, votka.","drustvo"
"Samo Vinjak i praseCine.","drustvo"
"Ceo dan pijem neki španski šampanjac i sladim se čokoladnim kolačem sa makom. Još malo pa ću baciti peglu koju je još jutros trebalo da bacim.","drustvo"
"Štapiće, smoki, crvenu koktu od juče i pitu sa kiselim kupusom i kulenom od jutros.","drustvo"
"Valdemare, kad izbaciš bljuvutak, sačekaj tačno 15 minuta da se oladi, a onda ni časa ne časi, jer mak gubi na snazi. Pokupi s poda koliko možeš, metni u duboku šerpu, malo aleve, nalij po kile vode, prokuvaj i daj tašti. Neugodno s korisnim :-)","drustvo"
"danas neki paprikaš","drustvo"
"Ја грун'о неку пасуљчину сребарцима . Не да је било добро, уф!","drustvo"
"Upravo sam probo - banane zgraom iliti s pasuljetom. Omjer je jedna banana na litar pasulja, isjeći ih na deblje kolutove, malo pobiberiš da stoje minut tako i ondak okrutno bućneš u gra' 10 minuta prije kraja kuvanja. Jesti vrelo, napajati se uz ovo bijelim vinom. Gasova kod mene i ukućana bješe u izobilju, a smrada NEMA, ljubi ga Sotona.","drustvo"
"Ja bih zabranio Valdemaru postovanje na ovoj temi.","drustvo"
"Tj. svakom.","drustvo"
"Valdemare, kad izbaciš bljuvutak, sačekaj tačno 15 minuta da se oladi, a onda ni časa ne časi, jer mak gubi na snazi. Pokupi s poda koliko možeš, metni u duboku šerpu, malo aleve, nalij po kile vode, prokuvaj i daj tašti. Neugodno s korisnim :-)

Nešto mi se slično danas i dogodilo. Bio sam u nekoj gomili i nisam mogao da povraćam po ljudima, pa sam morao da progutam natrag sve što sam izbacio. Ali nije bilo toliko loše jer sam imao dobar ručak... Mmmmm... Sarma.","drustvo"
"Upravo tunjevinu i luk, fensi ludilo!","drustvo"
"BURŽUJU!","drustvo"
"I vraćamo se na početak teme... Suljpa - juče, danas, sutra","drustvo"
"Hahaha. Ovaj Valdemar stvarno nije normalan.
Ja jeo pohovane banane. Uh. Brukaaa.","drustvo"
"PuTiNcAn
Ovaj Valdemar stvarno nije normalan.

I tebi je bilo potrebno više od godinu dana da to uočiš?","drustvo"
"Da. :)","drustvo"
"To je samo poza. Ja sam porodičan čovek i direktor firme.","drustvo"
"To je samo maska :D","drustvo"
"Da, porodičan čovek koji se predstavlja kao ludak koji se predstavlja kao porodičan čovek. Niko me ne bi provalio :)","drustvo"
"Belo meso u nekom sosu","drustvo"
"Кисели купус, пун меса, замашћен домаћински, свињском машћу наравно, и куван у земљаном лонцу неких 10 сати.","drustvo"
"Ovi moji danas nesto poste jebiga. Valjda zbog Bozica. Bice ribe, suljpa i tako to.","drustvo"
"Ja ne mogu da gledam više ništa od kupusa...bar još 7 dana, pa ću danas neke krompiriće, sir, zelenu salatu....tako nešto laganeze.","drustvo"
"Мусаку.","drustvo"
"Kupus na nos izasao. Danas gulas :S Odvratno.","drustvo"
"Neki krompir u rerni lolo.","drustvo"
"Na pola presecen?","drustvo"
"E, to ću onda i ja!
Neću da pržim krompir, nego ću u rernu, pa da iznabadam neki kolutić tikvice i slaninice,  mmmm","drustvo"
"Pazi ovako. Preseces na pola, u LERNU METES, iseces luka, slaninice i UDRI! :)","drustvo"
"Uvaljaš u kuruzno brašno prvo.","drustvo"
"Ja to ne radim, ovako mi je bolje. Ali zalivam pivom, obavezno.

Juce sam pravio pohovane banane, opet.

 Banane oljustiti. Najbolje da koristite sveze banane, koje su cvrsce, kako se ne bi raspale. Ukoliko ipak koristite banane koje su odstojale i postale mekse jer se skrob pretvorio u secer pazljivo ih ljustite i secite, kako se ne bi raspale.

U dubokom tanjiru ili nekoj ciniji umutiti brasno i vodu. Banane iseci uzduz na dve polovine. 

 U tiganj sipati ulje i staviti na sporet da se greje. Ukljucite na neku umerenu temperaturu.

Banane uvaljati u smesu od brasna i vode, u koju mozete dodati i malo cimeta.

Spustati banane u blago zagrejano ulje. Pazite da ne bude previse vrelo, kako banane ne bi naglo izgorele.

 Prziti sa obe strane dok ne dobije hrskavu i zlatnu koricu.

Zatim ih izvaditi na tanjir, na salvetu i ostaviti oko 1 minut, kako bi salveta upila visak ulja.

Servirati toplo uz kuglu sladoleda i obavezno preliti sa cokoladom :)","drustvo"
"Neću da valjam u brašno, pečem u ljusci. Može kolut luka, odlična ideja.
A znate ima jedna super fora za beli luk. Uzmeš celu glavicu, staviš na alu foliju, samo je malkice otvoriš, tek toliko da možeš da posoliš između čenova, pospeš malo bosiljka i nakaplješ maslinovog ulja. Zatvoriš foliju na vrhu i ubaciš u rernu pored nečega što pečeš, ...pile, krompir, riba...bilo šta.
Znate kako je ukusan takav beli luk???","drustvo"
"krompiri i plileće meso......... opaaaaaaaaa bogato.... :)","drustvo"
"Natnat, mora da je odlicno? :)","drustvo"
"Ma fenomenalno! Probaj obavezno. Nema ljuštenja, samo s oproštenjem iscuclaš onaj lukac iz ljuske.","drustvo"
"Podvarak. Sa slaninom. Jedva sam sacuvao prste da ih slucajno ne zagrizem.","drustvo"
"Sendvič napravljen od vekne hleba, 200 grama kulena, 150 grama suvog vrata, 200 grama pavlake, 100 grama kečapa i 50 grama majoneza. Pola litre jogurta ide gratis.","drustvo"
"Thumb_rango-poster
Billy Sharp

Sendvič napravljen od vekne hleba, 200 grama kulena, 150 grama suvog vrata, 200 grama pavlake, 100 grama kečapa i 50 grama majoneza. Pola litre jogurta ide gratis.

    pre 8 minuta

i pojesces sve to? 1.7 - 1.8kg?","drustvo"
"Jambon-Melon
...jede mi se, veoma.
(ako dignem gujcu i odem te se isprsim u Delhaize sa jedno 2€ za dinjče, a ovo drugo već imam)","drustvo"
"Da, pola sam opajao oko 11, pola ću oko 5, to mi je za ceo dan.","drustvo"
"Šta je to?","drustvo"
"Dinja i pršut. Ovde ga uvek tako jedu iz nekog razloga, pa se navadio i ja.
A teo sam da povratim kad sam prvi put video... :-)
http://img.over-blog.com/600x472/3/94/51/35/fruits/melon-et-chiffonade-de-jambon1.jpg","drustvo"
"MUSAKU","drustvo"
"A šta fali, i moji ovdje jedu pršut i med....

Al najjače su mi Švabe, oni su carevi sa tim kombinacijama: kifla/banana, nutela/pašteta, pasulj/banana.... Čudo.","drustvo"
"Parizer i jabuke...","drustvo"
"шницле, управо изјео","drustvo"
"Razumem Kurda. I ja deljem nezamislive kombinacije jela :)

Ja povraćam samo od Vinjaka","drustvo"
"Al najjače su mi Švabe, oni su carevi sa tim kombinacijama: kifla/banana, nutela/pašteta, pasulj/banana.... Čudo.

kad vec pominjes kombinacije - u studentkoj menzi je svojevremeno sluzen pasulj sa 2 pecenja jaja na oko. mis'im stvarno. a od toga sto se prdi, ufffffffff","drustvo"
"To ni meni nije jasno, ortak jede kobasicu i pekmez, a nije Nemac. Ima da probam pršutu i med, večeras.","drustvo"
"Nije to ništa, axele, u vojsci sam dobio pasulj sa dve cele pečene skuše, sa sve glavom, umočene u isti, a jednom makarone sa samlevenim pečenim skušama, sa sve glavom.","drustvo"
"Pršut i med se služi uglednim gostima kod nas na planini (mislim, tipa kum, pop, vladika i slično), znači - ko hljeb i so.","drustvo"
"Ih, kad se setim šta je sve bilo ukusno u JNA! 

:-))","drustvo"
"Komad pršute se umoči u med, ili se sitno isecka pršuta i onda promeša sa medom?

EDIT: Kurde, nisam rekao da je ovo bilo ukusno. :)","drustvo"
"Mileram/kisela pavlaka+džem

nije loša kombinacija","drustvo"
"Komad pršute se umoči u med

Zarolaš ga u tubu, fišek, il samo onako preletiš po medu.","drustvo"
"Mileram/kisela pavlaka+džem

Domaći kajmak+pekmez

UUUUUUUU!","drustvo"
"Ja za primer gledam mog najboljeg druga.
Ljudi, necete verovati. On jede jebenu SNIKERS cokoladicu i kupus. Ladno.
Zavisnik od secera. Isto tako, jede picu covek, stavi kecap, majonez i SECER.
DUSU DA POVRATIS!","drustvo"
"Ja za primer gledam mog najboljeg druga.
Ljudi, necete verovati. On jede jebenu SNIKERS cokoladicu i kupus. Ladno.
Zavisnik od secera. Isto tako, jede picu covek, stavi kecap, majonez i SECER.
DUSU DA POVRATIS!

a nije Nemac, hehehhee","drustvo"
"Pa nije. Sto me najvise cudi :)","drustvo"
"Evo vam recept za kisele šampinjone:

Sastojci:
-3 kg šampinjona 

Za preliv:

-3 litre vode  
-1 kesica konzervansa  
-4 kesice limuntusa  
-3 kašike šećera  
-6 kašika soli.

Šampinjone očistiti i isjeći ih na listiće oko 0.5 cm debljine i kuvati u neposoljenoj vodi tačno pola sata. 

Za to vrijeme u 3 l vode dodati so, šećer, limuntus i konzervans. Ako je konzervans u sitnim granulama, prvo ga stucati u prah, pa dodati u vodu. Ovaj rastvor se NE KUVA! 

Šampinjone ocijediti, bućnuti ih u rastvor i ostaviti da prenoće u posudi. Sutra rasporediti šampinjone u tegle i preliti rastvorom u kojem su prenoćile. Nakon 2 dana se mogu jesti, a ubiše mamurluk brže od svega. Probajte, pa mi javite utiske.","drustvo"
"celtic

Evo vam recept za kisele šampinjone:

Sastojci:
-3 kg šampinjona

Za preliv:

-3 litre vode
-1 kesica konzervansa
-4 kesice limuntusa
-3 kašike šećera
-6 kašika soli.

Šampinjone očistiti i isjeći ih na listiće oko 0.5 cm debljine i kuvati u neposoljenoj vodi tačno pola sata.

Za to vrijeme u 3 l vode dodati so, šećer, limuntus i konzervans. Ako je konzervans u sitnim granulama, prvo ga stucati u prah, pa dodati u vodu. Ovaj rastvor se NE KUVA!

Šampinjone ocijediti, bućnuti ih u rastvor i ostaviti da prenoće u posudi. Sutra rasporediti šampinjone u tegle i preliti rastvorom u kojem su prenoćile. Nakon 2 dana se mogu jesti, a ubiše mamurluk brže od svega. Probajte, pa mi javite utiske.

    pre 12 minuta

Ovo cu definitivno da probam.","drustvo"
"Пребранац, кромпир, пржена паприка, салата од роткве, салата од цвекле, салата од киселог купуса, филе сома, бурек са јабукама, бурек са вишњама. Посна трпеза јебе!","drustvo"
"Špagete u sosu od teletine, sunčanica, bukovača, vrganja, crnih truba i gorgonzole, zalivajući belim kaštelom. Znam, zamerićete mi što uz gorgonzolu pijem kaštel, ali zaliha merloa i kjantija mi presušila, jbg :)","drustvo"
"А?","drustvo"
"Hahahaha.","drustvo"
"А?

Gorgonzola je onaj buđavi sirac, a kaštel je poluslatko belo vino, a najbolje je da se uz jela spremljena sa gorgonzolom piju aromatična vina, a ako je gorgonzola tvrđa, kao što je bio slučaj ovde, onda što jače i aromatičnije crno, da bi punoća ukusa došla do izražaja.  Kaštel ide uz neku pastrmku, piletinu, tako to, nije naročito plemenit... A pošto su još bile crne trube u mešavini, nisam mogao da se odlučim, jer one su toliko jake i karakteristične po ukusu da se savršeno uklapaju, to jest preklapaju sa gorgonzolom, pa sam mislio da će nekakvo belo poluslatko vino dati balans, razblažiti, a sve što je trebalo da uradim jeste da smanjim dozu crnih truba, da stavim manje gorgonzole, i odem do podruma po merlo, jebala me štednja.","drustvo"
"Jel oće teletina da povuče buđ od sira?","drustvo"
"Упао ми монокл у шампањац!","drustvo"
