post,tema,topic
 nadovežem hamilton alonso kažnjeni po sekundi incident alonso ostao istoj poziciji a hamilton pao jednu,sport,2
izgleda monohromatska sezona fetel polepositionu kini misli on osvboji titulu podiže ruku,sport,1
realno rano siguran ni ce pobedi ovu trku tim meklaren izgleda jace red bula tipujem ce meklarena pobedi ovu trku verovatno baton red bulu veliki zajeb ovakvim stazama dugim pravcima im radi kers kvalifikacijama trci itekako inace lepo videti mercedes nika rozberga startuje cetvrte pozicije uopste ojacali volim sport ,sport,1
prestadoh pratim montoje pojavlje dugo tolikim mudima,sport,1
ja pratim redovno takuma sato napustio cirkus jebeš omiljeni agresivan početka kraja mu rikne motor zakuca nekog vizač a današnje pičokice,sport,2
uuuu montoja muda moga pasao travu sudarao pravim vozacima momenata skupio jaja pokupio naskar mu realno mesto zabelezio nikakav uspeh jaka muda izdrzis vrucinu izadji kuhinje stari moto f,sport,2
hahahahha,sport,1
 jbga pasao travu sudarao isao glavom niko nogom jebes vozace pit stop dobija trku timovima interesantno gledaocima interesantnije bar nekih prestizanja sudara izletanja najgledanija prva tri kruga poslednja dva,sport,2
 kojim gledaocima prva tri kruga komercijala ostatak trke andergraund trve kvlt f eva biatch ddd,sport,1
hamilton pobedio pravilno primenjenom taktikom pitstopa mogao fetel pobedi pojeo govno pitstopa ferarijevi vozači veber sjebao živo popeo mesto pitstopa baton završio četvrti rozberg odlično odvozio izvukao maksimum mercedesa gp sledeće dve pozicije masa alonso šumaher potpuno čista zanimljiva trka odustali,sport,1
 pravu meklaren pobedu odlicna trka sezone nova pravila pomeraju bulju,sport,1
pozdrav svima poželite srećan put idem istambul formulu hoćete fotke recite ,sport,1
pozdrav ti jutro uuuuuuu srecan put lepo provedi provedi jebes fotke posalji zvuka salim aj cekam ponedeljakutorak a ti baci fotku vidim izgleda fotoaparata obicnih smrtnika uzivaj ,sport,1
a jest žao bijelog ode istambuljadan čovjek mu koži kobajašija budale og mjesta popeo ,sport,2
 sliku hamiltona ja zvao okrene hteo pokazao dva prsta staviću slike dosta vam ,sport,2
kvalifikacije httpasphotosakfbcdnnethphotosakashnjpg httpasphotosakfbcdnnethphotosaksncnjpg oduševilo totalno sistem rasporeda između trka tipa vi dođete petaksubotu nedelju vam počinju trke gp gp porsche mobil superkup dođete gledate porsche mobil super cup gp formula gp httpasphotosakfbcdnnethphotosaksncnjpg tabla autoputu httpasphotosakfbcdnnethphotosaksncnjpg slika hamiltona pred početak trke httpasphotosakfbcdnnethphotosakashnjpg trka httpasphotosakfbcdnnethphotosaksncnjpg httpasphotosakfbcdnnethphotosakashnjpg httpasphotosakfbcdnnethphotosakashnjpg httpasphotosakfbcdnnethphotosaksncnjpg ludi rusi podrška mladog petrova httpasphotosakfbcdnnethphotosaksncnjpg slika mobilnom večeras ,sport,1
jednostavno utisak nedorečen zvukdoživljajslika govorili budimpešti ma sranje projuri ispred nemojte verovati takvim ljudima sakupite pare dobar smeštaj blizu staze obezbedite karte pravac budimpešta doživljaj vrhunski,sport,1
e pocetak moram ti kazem button a hamilton no bitno pazi lepo gledam slike a kamo patio gledam stream neta stalno izbacivao okej verujem ti skroz dozivljaj vrhunski ti javio ,sport,2
uh slika galeriji negde iza pit stopova lepo piše ispod slike hamilotonov start početka trke pol poziciji ,sport,2
e pocetak moram ti kazem button a hamilton no bitno is it cause im black,sport,2
okej dalje nekako slozim hamilton nosi zutu kacigu slusao nekoj emisiji pricao mali trazio zutu kacigu tada kaciga zuta a zasto httpwikianswerscomqwhydoeslewishamiltonwearayellowhelmet dalje bitno ti edit httpwwwyoutubecomwatchvtbvpluwpc httpwwwyoutubecomwatchvbbenokhltbifeaturerelated vidis ,sport,1
is it cause im black kume ,sport,2
oh damn sliku ispod,sport,2
 vetel napred vetel,sport,1
red bull ,sport,1
objektivno vetela usralo pastor zalepio zid q zaustavio kvalifikacije vetel prvi a vetel vozio onim supermegasoft gumama crvenom straftom ce mu zajebano trci alonsu znaima ceo vikend dobar bacio mutno dunavo,sport,1
 ferrari kvalifikacijama pripremljen bolid utrkuuostalom ostali a razlika odnosu treninge razlog loseg alonsovog plasmanaili jednostavno pravom momentu vozio brzi krug a prekid napravio blagi picvajz,sport,1
 valjda prvih deset moraju startuju apsolutno itim setingom kojim kvalifikovali ukljucujuci gume e alonso vozio kval meksim tvrdjim gumama osim baton trebao ikakvog problema odere vetela startu potonji razliku batona kers bice zanimljivo,sport,1
 baton probije prvo mesto debele sanse odnese pobedu stabilan konstantan vozac monte karlu presudno sacuva gume iskreno zao hamilton zavrsio mestu moguce napravi pravi sou tokom trke svemu verovatno ce vrlo uzbudljivo dosadasnje trke,sport,1
jes vala sezona bruka dobra jedino smara mali vetel stalno pobedjuje svaka pobeda mu zasluzena skoro svaka tsna ni veze zanima ce efekta drs moz zadnji spjler ispravi ti turbo monaku,sport,1
slusao juce batonov intervju nemackom rtlu po njegovim recima monaku superiornost red bulovih bolida staze takoreci anulirana pol pozisn prvom mestu a gume broj pit stopova a ume nekako cini ce pejs kar imati posla posebno vreme gume istrosene valja boks spremati a mladjahnog fetela tice skidam kapu definitivno stasao jednog velikana f a karijera mu takoreci samom pocetku bojim smori sumaher,sport,1
chevu supermekim gumama q tim gumama startuju očekujem pit stop petom krugu a očekujem makar izlazak safetycara izlaz tunela zajeban verovatno ovi neiskusni virgina hrta zajebu prosuti gomilu delova po stazi,sport,2
škk niko okpobedi fetel monci ljutšumaher ekstra vozio mercedas očajnu mašinu sledeća trebalo vozi suzuka ja neizvesna staza obzirom kakva dosad sezona očekujem novo,sport,1
 lepo ispratio trku vetel lud prestizanje trave izborio ,sport,2
httpwwwyoutubecomwatchvghtvwbkctrfeatureplayerembedded,sport,2
 dragi najdraži vozač vraća httpwwwformulacomnewsheadlineshtml,sport,2
 seeeeri fakjea ovi naši seljaci krenu prenose negde a mrtvom sportklubu prime moram uzmem paketa arenesport sportkluba mogao normalno gledam bem ti državu nesposobnu e negde čuo vozači formule proseku smršaju kg po trci e jeste tačno,sport,1
 prenose debili tv al ajd bar ljudi priznaju profesionalci a izgleda prenositi sledeću sezonu jebo im pas mater hrvati najbolji genijalci komentatora,sport,1
hrvati najbolji genijalci komentatora stvarno genijalni kimi brat vraća opaaaaaaaaa,sport,1
jergović komentariše formulu nekoj hmmkoaliciji lokalnih kanala emituju hrvatskoj kablovskoj voljela sevrate hrt,sport,2
vratio kimi početi pratim f mali plavušan gotivan početku al ide hamilton ledeni ponovo stazi mu mogli naštancati auta reli nalupao odlučili isplativije vrati formulu d montoju nagovorili svrati formulu,sport,2
 mu mogli naštancati auta reli nalupao odlučili isplativije vrati formulu buahahahahahahahahaahah njemčić gotivan početku poslije dosadio nafurani hamilton ide neopisivo dragi navija a ja kimija bijemo koljemo sledeće sezone,sport,1
alonso jebač,sport,2
 dragi najdraži vozač vraća ja dobila zvaničnu potvrdu njegovog menadžera srećna gleda tv vikendom,sport,2
šest šampiona sezoni seksa strane naročito ludi kimi krene šije mrtvi lotus dobar bolid,sport,2
tek vidim kuglica slomio nogu čovjeka httpwwwgphrtosezovelosasrecakubicaseposkliznuoislomionogu,sport,1
kimi lotusom odvezao najbrži krug testiranju katalunji mu izdrže bolidi po trci,sport,2
 valjda prvo testiranje tada najbrži skontala problema prednjim vješanjem povukli testiranja barseloni misliš prvo slupati bolid zapaliti motor d,sport,1
 sjećam jednom vozio tri točka kraju morao odustane on car razlog koga im povećati gledanost odvesti kraja trku uzeti podijum odma otvaranju sezone htio išamara pičkice fetela hamiltona a alonsa,sport,1
httpwwwyoutubecomwatchvfrdqwafeatureplayerembedded,sport,1
alonso fetel manje al voljela hamiltona sjebe neg hljeba jesti jedini čovjek onomad uspjeo ispizditi kace zabio izlasku boksa peder alkaloidu mnjah klip edit saće gledam al pitanje razumjeti d,sport,1
ledženda httpwwwyoutubecomwatchvmlsmvzrpolistflqzchddpdmrkmcvdrabgindexfeatureplppvideo,sport,1
stasvi navijate kimija d,sport,2
ruku vatru guramo bubreg poklanjamo a mu,sport,1
lukaše ,sport,1
masagotivim fetela,sport,1
 gotivio kimija navijati luisa nenormalno vozi raikonen fetel ok prošle sezone zabadao bolid ,sport,2
masagotivim fetela peder hamilton ,sport,2
kubicu zagotivio otkada dosao f ,sport,1
ja mislila ja baksuz a došao kuglica f,sport,2
 kubica brze hodanja,sport,1
 kubica brze hodanja navodno dana vozio škodin automobil reli tačnije testirao ,sport,2
a stvarno decxko obecavao nekako pompe hamiltona tih dosao a vozio sjajnozao ,sport,1
a stvarno decxko obecavao nekako pompe hamiltona tih dosao a vozio sjajnozao pompe poljak a složićeš automobilizmu iznedrili kakve vozače druge strane hamilton britanac a vala crnja jebao majku svim serijama formule a unajbržem cirkusu inače apsolutno slažem kubica zaista obećavao šteta boljim timovima,sport,2
 ja nekako video ferariju prve njegove sezone cak nedavno citao sledece sezone trebao vozi maler jebia samim tim jeo hamiltona frka crnja volim d,sport,1
 ja nekako video ferariju prve njegove sezone cak nedavno citao sledece sezone trebao vozi maler jebia samim tim jeo hamiltona frka crnja volim d pazi ja hamilton bolji vozač kubice poljak nekom jačem timu mogli procenimo tiče kubice ferarija buva teško igrao doveo ekipu vozača gotovo ostao ruke žalost voziće on časa le mana wtcc drugu seriju formulu fizički najzahtevnija,sport,1
ma udesa ferari navodno pregovarao njim potipise slazem hamilton vozac sjajan sjeo prvu volimi jeste culi onu trebu probni vozac f mislite mogla upasti sami cirkus,sport,1
ja vjerujem skoro priče danica patrik mogla upasti al čula trebu kom timu probni vozač,sport,1
 čula trebu kom timu probni vozač španjolka marija de vilota godine marketinški potez dovedena marusiju nekadašnji virdzin sumnjam skorije vreme žena vozača prošlosti dugo zadržavale najbržem cirkusu ma udesa ferari navodno pregovarao njim potipise imena pominjalo ferariju masi ističe ugovor kraju sigurno skuderija zadržati timu spominjao niko rozberg a fetel uziman obzir alonso ferariju,sport,2
 godine italijana fprvi put ,sport,2
 ja voljela dukinu monte karlo al ,sport,1
 godine italijana fprvi put posledwih godina ni imali poštenog vozača fozokelu zaista računam sjajnog vozača ja voljela dukinu monte karlo al voleo desiti mondeska trka lovatore a lova glavna stvar bernija eklstona obzira trka sranje a jeste,sport,2
izvinjavam mislio fizikelu,sport,2
 posledwih godina ni imali poštenog vozača fozokelu zaista računam sjajnog vozača dobroali godina nemaju nijednog,sport,2
 dobroali godina nemaju nijednog jebi druže čini previše oslanjaju varijantu ferari mogao nekog italijana uvede priču međutim iako gomilu nekih mladih vozača ferarijevim programima skuderija strpljenja čeka klinca njihovom bolidu postane vozač uostalom vidi godina imali vozači ferarija ekipi poslednjih makar godina većinom likovi blizu a klinci ulaze formulu ,sport,2
peder prvi kvalifikacijama lewis hamilton jenson button romain grosjean michael schumacher mark webber sebastian vettel nico rosberg pastor maldonado nico hulkenberg daniel ricciardo jeaneric vergne fernando alonso kamui kobayashi bruno senna paul di resta felipe massa sergio perez kimi räikkönen heikki kovalainen vitaly petrov timo glock charles pic dnq pedro de la rosa dnq narain karthikeyan,sport,2
blargh mojne dobar vozač kapiram voliš nevezano vožnju mečka izgleda sezone dobar bolid a čini ni lotus loš ferari krš lom,sport,2
kimi zajebavao zavrdio a vidi im okej bolid grožan dodao trećeg mesta,sport,1
kimi standardno pati kurcobolje čovek ladna voda krene pravi šuo trkama,sport,1
gonzo kažem ja on loš vozač al lik ide ganglije strašno eve rezultati australije fino kimi probio httpwwwdodajrsfrhhzydaifuntitledpng,sport,2
gonzo kažem ja on loš vozač al lik ide ganglije strašno ma jasna stvar primetio ljudi on pitanju vole mrze trećeg skoro tiče rezultata baton objasnio fetel prilično sreće prvo šumaheru rikne menjač prođe muke a ukenja sigurnosnim vozilom ode čovek boks vrati ispred luisa iako regularnim uslovima iza iznenadio hamilton lošim startom on tome najboljih fino kimi probio kimija jednom prethodnom postu napisao deluje boli patka poludi stazi,sport,2
 kimija volim boli a peder hamilton kuka jauče kurči fuj ,sport,2
 ovdje nekoga rsa gledao formulu sk prajmu total peder zamraci sliku al ostalim provajderima,sport,1
kvalifikacije httpwwwdodajrsfczajuggipng kimi baksuz završi petom al oćeraše deseto mjesto promjenili mjenjač pu,sport,2
kimi baksuz završi petom al oćeraše deseto mjesto promjenili mjenjač pu radi voleo ostao petom ti menjač vidim fetela mu trebalo prestigne uopšte prestigao lotus definitivno dobar bolid a nepotrebno isticati kakav kimi vozač,sport,1
 ja jutros obradovala dijete ajd probije startu sejfti kar uspije probiti ,sport,1
 ja jutros obradovala dijete ajd probije startu sejfti kar uspije probiti sepangu mu ni potreban sejfti prava trkačka staza razliku australije zapravo ulična trka dovoljno mesta najebe majke svima ,sport,1
 tvojih usta kimijeve uši ,sport,1
 tvojih usta kimijeve uši lakše budem morao kucam izveštaj zanimljiva trka imaće čemu piše ,sport,2
 koga ti izvještavaš,sport,1
radim jedne novine jedem reklamiram svakom slučaju dobra trka olakšaće mu tekst bolji tom slučaju dobar materijal,sport,1
htedoh napisati olakšaće ,sport,2
reklamiraj pvt živo interesuje ,sport,2
 pvt eltonka pohvatao žensko ,sport,2
kimi httpwwwdodajrsfvlwylexxxcapturepng,sport,1
 mogao raikonen prestigne nemačku pizdu čini pri onom pokušaju odlaska boks fetel nedozvoljeno branio po novim pravilima jednom pomeri odbranio poziciju,sport,1
 boksu sjebali meščini,sport,2
a hamiltona pogotovo kontam uradiše čovjeku dva puta nahvališ kimija novinama ščuo d pošalji pvt napisao,sport,1
naravno nahvaliti lotus odličnu trku imali dobićeš pvt recimo sedam osam ćeš moći čitalaca sutra vidiš napisano hemiltona sjebali mehaničari pare,sport,2
opaaaaaaaaaaaa čitaću prije svih d puno dobra sezona trke različita pobjednika šteta kimiju sjebaše gume prošloj al ajd nadam nastaviti ovako ubuduće lotus zajebao svaka im čast e čekam vidim sudije reći izguravanje alonsa hamiltona rekli odluka pasti poslije trke,sport,1
misliš hemiltona rozberga a alonso rozbergom pičvajz istom mestu generalno jedini trebalo popije kaznu rozberg preterivanja prilikom odbrane pozicije jebi obojicu staze isterao tim trenucima,sport,1
 govorim hamilton alonso istom mjestu izgurani staze mogla sjetiti izgurao ,sport,2
aha ja zapravo loše shvatio,sport,1
selenijume pvt,sport,1
kimi daљe skuderija titule kimi boљe plasira odlican sezone iako nekonkurentnoj ekipi,sport,1
 indijanac maldonado sjeba hamiltona medaљu,sport,1
forza ferrari,sport,1
teško ferari titule im bolid katastrofa bolji početku sezone izvuku alonsovo vozačko umeće ogromno masa mrtva kljusina,sport,2
 gledao trku al lepo videti tri najveća majstora podijumu,sport,1
 gledao trku al lepo videti tri najveća majstora podijumu uz sreće doduše sasvim zasluženo,sport,1
gonzo makar ferarijevih vozača osvoji titulu masa ni dobio feder barikela,sport,1
iskreno sumnjam ferari osvoji šampionat tipujem meklaren red bul lotus jednostavno bolide,sport,2
kimi ♥,sport,1
meklaren pobedi hamiltona zajebu boksu a baton srozao poslednhe vreme ferari mase osvojiti a lotus zabeleži prvu pobedu red bul najveći kandidat navijam tim navijam počeo pratim f godine ni osnovnu krenuo počeo rpatim jbt ,sport,2
meklaren pobedi hamiltona zajebu boksu a baton srozao poslednhe vreme ferari mase osvojiti a lotus zabeleži prvu pobedu red bul najveći kandidat navijam tim navijam počeo pratim f godine ni osnovnu krenuo počeo rpatim jbt meklarenu glave definitivno leteti svih zajeba hamiltona boksu red bul uverljivo iznad ostalih a tiče ferarija objasnio obzira lotus pobedu videli sezone kimi ♥ sele znamo zaljubljena kimija ,sport,1
meklaren pobedi hamiltona zajebu boksu pratim f vreme povlaceњa kimija otp a al citam vesti dedava al redio pogledam monte karlo vidim nidta promenilo meklaren dan odradi boks mercedes feraristandardno boљi brži meklaren gotivio zabole al otkad pratim f a jod dumi vozio benetonu meklaren znao odradi boks ,sport,2
meklaren pobedi hamiltona zajebu boksu a stvarno učiniše hamiltonu sezone boksu čudo volim nikako al svejedno bezveze sjebaše sele znamo zaljubljena kimija kimi d,sport,2
tatica stvarno učiniše hamiltonu sezone boksu čudo volim nikako al svejedno bezveze sjebašecitat jebo mater zar uvijek suprotnim stranama pm d,sport,1
vidiš buri suđeno sledeću trku gledamo zajedno molosu pokoljemo ljudi d,sport,1
f zanimljiv jedino vozac tada ti zanimljiv inace ces izgines lazem pratio ranije navjao sumahera kasnije shvatio hakinen stvari kralj,sport,1
httpwwwayrtonsennacomarwallpaperswallpapersjpg legenda,sport,2
vidiš buri suđeno sledeću trku gledamo zajedno molosu pokoljemo ljudi d ao hamilton pol poziciji d e al ja gotivim kimija vremena vozio meklaren slični al praviću ja volim d,sport,1
nači sledeća trka pravac molos ,sport,2
ajmo spa frakodanp kimija dobogda izginuli prvom zavoju ♥♥♥,sport,1
hamilton pobedjuje iskuliraj ,sport,2
kimi dobija međeda ,sport,2
oooo ruž ♥♥,sport,2
 rece mancesterovac ajmo kimi,sport,1
ok kimi ostaje ajmo kimi,sport,1
čini maldonado krenuo ranije mater grožanu,sport,2
 voli spa krenuo ranije,sport,1
au ti alonso mogo poginut,sport,1
ajmo šumi mađijo ajmo kimi leđendo ostali nek duvaju lololo,sport,1
kimi ftњ spa najjaca staza,sport,2
ja trebo didem spa al iskrslo zadnjem trenutku nismo otišli reci trip vozi čovek pada bolid ispred ,sport,2
 startu uhvatio zasrao,sport,1
grožan uleteo hamiltona desilo lančano najebali kobajaši alonso japanac nastavio,sport,1
jebote ja vozio a osjećanima nula d,sport,2
opaaaaaaaaaaaaaaaa šumi mađijo bolji stariji,sport,2
dje prenos ,sport,2
sport klub,sport,1
ja taman došla svima mater niko gleda formulu spa ubjedljivo najjača staza krivo kimija jebogapas vetel odradio posao svaka mu dala kimi utekao onom niga gejčini četvrti bodom zaostatka veberom kimi ftnj,sport,1
eh znate stalno normalni sk prenositi formulu a sk prajm,sport,1
httpwwwyoutubecomwatchvycmcnepkwfeatureplayerembedded httpsphotosfakfbcdnnethphotosakashnjpg,sport,1
hahahaaha kralj kralj kraaaaalj httpwwwyoutubecomwatchvltaulxttgc,sport,2
hahahahhanajjaci d,sport,1
selnijum jebo patak kimi pobedio dana abu dabiju,sport,1
kimi plodi,sport,2
kolko dmekerski odvezo najjace pitaju trke kakve emocie prva pobeda belgije a on mrtav ladan nidta posebno,sport,1
gonzo selnijum jebo patak kimi pobedio dana abu dabiju sele ič sikiraj stigoh kompa bemtisve drago prevrnula a iščupao živce tri lijepe zadnjih krugova when coulthard asked raikkonen describe his emotions after winning first race of his comeback at abu dhabi grand prix world champion said ‘ much really last time guys was giving shit because didn’t really smile enough’ lik bog a tiče ostalih meščini hamiltonu namjerno daju sjeban bolid jebote nevjerovatno mu dešava il sjebu boksu il rikne bolid prvo kontala svaka čast vetelu al presaberem shvatim čovjek sreće tri lijepe iza puštali kasne šurnaest krugova sejfti karovi naravno uspjeo doći mjesta prejeben bolid žao grožana napokon napravi sranje udare osveta garant ,sport,2
fetel definitivno sreće izlazio sejfti maltene put mu najviše odgovaralo popizdeo hamiltona mu uvalili karu ni čudo čovek potpisao mercedes a jebu mehaničari boksu mu bolid crkava vodi trku a kimi kralj potpuno ladna voda mu novinari rekli prvi pobedio lotusu sene vn čovek mrtav ladan kaže pretpostavljam tim prošlo vremena zanima lud jebo mamu svoju,sport,2
httpwwwyoutubecomresultssearchquerykimiraikkonendrunkoqkimiraikkonendrunkgslyoutubeljjjjjacssibcntvrw kakvu galeriju breeee džepu crvenu fia zatreba,sport,1
a tr “alosno is second behind kr dont want know leave ” tr warm those rear tiers kr yes know what ’m doing” kimi bogotacal zajebali cugu bezalkoholni šampanjac džaba onoliko naginjao d q how long will your celebrations of this win last kr have almost two weeks as long as manage get myself next race think team is happy maybe will try get home at some point žurki cuganja d,sport,1
 čuo tokom prenosa redakciji prevrnuo smeha zajedno mojim urednikom ma kimi živu silu svaka mu dala vode bokala,sport,2
httpsphotosbakfbcdnnethphotosakashnjpg edit open imidž in nju tab,sport,1
hahahah luid strip,sport,1
heheheheehehehehe httpwwwfunfollcomdatacontentffjpg,sport,2
 sranje kimi pobijedi gdje alkohola ironija jebi ,sport,2
ladno skontao duze pratim raikonena no zvezdu ,sport,2
 šampanjac bezalkoholan al uspjeo prošvercovati pivo d httpwwwyoutubecomwatchvlvksdezg,sport,2
svaka čast sele dobar mikin fazon prepričali dva ortaka cirkaju httpwwwyoutubecomwatchnrvgsnftqdgwafeatureendscreen,sport,1
nadam lotus srediti bolid sledeću sezonu kimi ubije boga svima ostalima grožđicom ostaje timu,sport,1
a jest voli prcati novinare čudo pitanja odgovora q what in night before race a sleep q is it true sometimes ’re bored in car kr only when am in front by a country mile like in melbourne last year then are thinking about other things or ’re playing buttons on steering wheel then suddenly missed a breaking point this year unfortunately we haven’t had such race q helmet has a special meaning many drivers how important is it kr it protects my head q why kimi became a racedriver an icehockeyplayer kri have decided motorsports because don´t have get up there so early in morning q kimi what’ th grid place like kr it’ th grid place q what is on your ipod kr mostly finnish music all sorts wouldn’t know so it doesn’t matter what say q what´ about your new tattoo is it permanently kr don´t know lewis hamilton said winning his first race felt better than having sex kimi´ reply was “maybe he never had sex” kimi tells about track conditions at new formula circuit in singapore” it is narrow in some places wide at other – it depends on where are” kimi räikkönen on question whether he likes it when his wife accompanied him races” yes without her evening in hotel room is so boring” q have any special rituals when helmet is concerned like many other drivers have kr wipe it so can see better kr ’m interested in what people think about ’m michael schumacher q things can in finland kr well in summer there’ fishing shagging in winter fishing is q kimi räikkönen doesn’t seem interested in proceedings going on up there kimi missed presentation by pele kr yeah q will get over it kr yeah was having a shit,sport,2
well in summer there’ fishing shagging in winter fishing is kralj krenuše suze oči,sport,2
legenda,sport,1
sumnjam grozni ostati dovesti heikia testira grozni zajedno slanim perecom ionako ostane dozvole poslednjih trka a kleo obojicu,sport,2
 mu jebeni spomenik napraviti,sport,1
 iko kojoj trci mu sjebao bolid meklaren cini kruga pred kraj glavni konkurent dumaheru a vodio trenutka mu stala formula sećam tad prvi put plakao nekog sporta picka sećam keva narezala suvo meso a ja jedem placem stoka e cini nadao snimak vazda mu zahvalan,sport,2
 l trka mu otpao prednji točak,sport,1
 sećam ubedљivo prvi stao kruga cini pred kraj moguće tocak ,sport,2
 mika httpwwwyoutubecomwatchvdtavaduwvde tad pušio west suncetilebovo,sport,2
 iko kojoj trci mu sjebao bolid meklaren cini kruga pred kraj glavni konkurent dumaheru a vodio trenutka mu stala formula sećam tad prvi put plakao nekog sporta picka sećam keva narezala suvo meso a ja jedem placem stoka e cini nadao snimak vazda mu zahvalan jao ja sećam tužni dani moru tada ja gledam onako umoran navijam ode mu tocak tada voleo alonsa navijao protiv dumahera mika sigurno,sport,1
sećam keva narezala suvo meso a ja jedem placem stoka,sport,2
 godine meščini drugi krugova prije kraja mu krene usporavati bolid završio četresdeseti,sport,2
 tocak pitaњu a ceo život tražin enčajn problem httpwwwyoutubecomwatchvmmysacjuy sunce ti ti ,sport,1
a problema tim točkom nastavio vozi istim tempom gonio kraja mogla izdrži osovina zove drži točak poodavno sjećam tih nekoliko krugova,sport,1
zadto mu jebeno zamenili tockove prilikom posledњeg pit stopa debilizam ođe vidi tocak kurcu httpwwwyoutubecomwatchfeatureendscreenvuwuswaussnr,sport,1
ma realno najgore miki stao bolid pred kraj trke,sport,2
sećam juce eh,sport,2
httpswwwyoutubecomwatchvjfxbuwqzi bogotac cae dukarie,sport,1
 tema mogla preimenovati kimi bogotac ,sport,2
kimi ćaća,sport,2
ajde vidimo ljubitelj vodke mogao slavi ,sport,2
 slavi,sport,1
sele prvom treningu ostinu kimi tek vreme ,sport,1
 kimi grožan loši al bidne ja zapovjedam,sport,1
sedmi deseti strašno luda staza httpatdhesowatchphpid,sport,2
op ide,sport,1
fala linku,sport,2
hamo hamo druže ,sport,2
finac ni teksasu alkohola gresim,sport,2
primetio glock pic voze tandemu verovatno komentatori napušavaju zajedno gloče piče,sport,1
kimi doooobro potruditi sjebe vikend pušne vrlo vjerovatno hamilton prestići,sport,2
 sele hemilton najverovatnije prestići brazilu jednostavno meklaren brži,sport,2
šut jezik pregrizo ,sport,1
kimiju riknuo motor treningu divno,sport,2
jebote kakva trka zar niko gleda formulu šupičkumaternu,sport,2
nemam gledam zavrsilo l fetel novistari sampion,sport,1
jeste fetel,sport,1
ja gledao iznervirao hamiltona komentarišem imalo uticaja nikakvog majku mu on najebe,sport,2
manutdown jeste fetel fuck yeah,sport,1
ma gledam fetela alonsa volim ni jednog ni drugog ajde bar baton osvojio trku volio iduće sezone masa osvoji jebote sranje brazilac ferariju kimi kraju montojooooo vrati brate miliiiiiiiii,sport,1
 drago uzeo alonso također ja toku trke po jednom izleteo lololo,sport,2
jeste jebogapas nervira kimi puta izleteo staze drugi put otišo tri lijepe morao vraćati kontam hamilton mu preuzima treću poziciju hulkenberg prokliza udari hamiltona hamilton ispade trke kimi treći hulkenberg apsolutno bespotrebno kažnjen jebote lik proklizao odmah kazna kroz bokseve jebote namjerno svakom slučaju kimi ftnj lotus razvijao bolid sledeće sezone ludlo dočekati jebeni mart glupa milionmjesečna pauza,sport,1
a kimi livade lololo,sport,1
hahahahahahhahaha iskidala budala tome istovremeno došlo smijem plačem kontam gotovo kimi,sport,1
jebo avatar lololo,sport,1
 jebote kakve rupe ,sport,2
jebote kakva trka zar niko gleda formulu šupičkumaternu sisu mu poljubim sele gledamo moramo radimo jeboga ti nemamo vremena kucamo izašao sinoć redakcije majku im smorio pas hulkenberg potkačio hemiltona iako kaznu čovek naleteo vlažan deo staze izgubio kontrolu a smrdljivi fetel sreće težak onakvog incidenta uspeo nastavi trku,sport,2
sjebaše hulkenberga opasno stvarno kazne daj tekst pisao ,sport,1
httpwwwyoutubecomwatchvbgufmdqmtafeatureyoutube rekoh posrao im svima facu osvojenim trećem mestom jebenom lotusu bravo legendo,sport,2
sele pvt tekstom,sport,2
ja gledao naravno svaku jebenu trku snimljenu ladno kazem najbolja sezona ikada,sport,2
chevu amin procenu sezone pratim f godine života radim sećam ovakve sezone,sport,1
 daj vidimo članak jebote,sport,2
dabe pvt,sport,2
jebi čovek omijleni vozač pored kimija raikonena video uklopljenom mjuzom prati f sena luisov idol začudi pojava lotusovog bolida tiče osim hamiltona raikonena sene nijednog vozača spreman ide kraja čistom vožnjom httpwwwyoutubecomwatchvnwgjdzdfo,sport,2
ok gonzo d ja masa jedini vozač ferarija ikada koga reći gotivim kakvi transferi izdešavali tiče prelaska vozača novih ekipa odustale,sport,2
 stvari stoje hrt ugasi oglašeni prodaju niko razumljivo kamui kobajaši pokreće sajt prikupi lovu vozio sledeće sezone pošto zauber odlučio angažuje estebana gutijereze umesto jebi meksikanac pun love drugi vozač zaubera niko hulkenberg luis izgleda postao najplaćeniji vozač mu mu mercedes navodno plaćati miliona funti po sezoni šumaher ostati mercedesu nekoj funkciji vitalij petrov najverovatnije vozi sledeće godine nedostatka para toro roso ostaje istim vozačima serhio perez prešao meklren umesto luisa najverovatnije znaš postoji verovatnoća adrijan sutil vrati fors indiju pošto hulkenberg otišao zauber mesto mogao uhvati kobajaši nečega setim napisaću,sport,2
a nekim likom odavde htio napravi f ekipu tojota raspala,sport,2
 glupost razgovarao njim nekoliko navrata navodno izjebali ja sumnjam on uopšte dovoljno novca takvu akciju,sport,2
e jebi a navalili mijenjaju motore očekivati,sport,1
poenta tome motori litara a varam moguće turbo punjača čini verovatnim cela priča tih motora vezana ekološka proseravanja zaštitu okoline mamu im počnu voze šampionatu tojtu prijus usta ,sport,2
httpmediatumblrcomtumblrmekrvagxcqzftojpg dvojica šampionskih titula,sport,2
 krenuli sjebavanjem motora deset godina umjesto bolida voziti trotinete,sport,1
alkaloid ti uspeo izbrojiš titula šumahera fetela zajedno,sport,2
uračunao čovek fetel uzima sledeću lololo,sport,1
 stvarno zajebao ok jedna manje fetel zaustaviti tri,sport,2
